statement_id,account_id,cycle_start,cycle_end,transmitted_at,due_date,previous_balance,purchases,credits,payments,fees,closing_balance,minimum_due
STM-CR-00242-202605,ACC-CR-00242,2026-04-04,2026-05-03,2026-05-04T13:00:00Z,2026-05-28,257.71,228.60,0.00,257.71,0.00,228.60,35.00
STM-CR-00242-202606,ACC-CR-00242,2026-05-04,2026-06-03,2026-06-04T13:00:00Z,2026-06-28,228.60,361.91,0.00,228.60,0.00,361.91,35.00
STM-CR-00242-202607,ACC-CR-00242,2026-06-04,2026-07-03,2026-07-04T13:00:00Z,2026-07-28,361.91,681.93,0.00,361.91,0.00,681.93,35.00
STM-CR-00242-202608,ACC-CR-00242,2026-07-04,2026-08-03,2026-08-04T13:00:00Z,2026-08-28,681.93,113.22,0.00,681.93,0.00,113.22,35.00
STM-CR-00242-202609,ACC-CR-00242,2026-08-04,2026-09-03,2026-09-04T13:00:00Z,2026-09-28,113.22,391.43,0.00,113.22,0.00,391.43,35.00
STM-CR-00242-202610,ACC-CR-00242,2026-09-04,2026-10-03,2026-10-04T13:00:00Z,2026-10-28,391.43,303.84,0.00,391.43,0.00,303.84,35.00
STM-CR-00243-202509,ACC-CR-00243,2025-08-31,2025-09-25,2025-09-26T13:00:00Z,2025-10-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00243-202510,ACC-CR-00243,2025-09-26,2025-10-25,2025-10-26T13:00:00Z,2025-11-19,0.00,291.54,0.00,0.00,0.00,291.54,35.00
STM-CR-00243-202511,ACC-CR-00243,2025-10-26,2025-11-25,2025-11-26T14:00:00Z,2025-12-20,291.54,92.53,0.00,116.62,0.00,267.45,35.00
STM-CR-00243-202512,ACC-CR-00243,2025-11-26,2025-12-25,2025-12-26T14:00:00Z,2026-01-19,267.45,44.99,0.00,106.98,0.00,205.46,35.00
STM-CR-00243-202601,ACC-CR-00243,2025-12-26,2026-01-25,2026-01-26T14:00:00Z,2026-02-19,205.46,459.02,0.00,82.18,0.00,582.30,35.00
STM-CR-00243-202602,ACC-CR-00243,2026-01-26,2026-02-25,2026-02-26T14:00:00Z,2026-03-22,582.30,433.11,0.00,232.92,0.00,782.49,35.00
STM-CR-00243-202603,ACC-CR-00243,2026-02-26,2026-03-25,2026-03-26T13:00:00Z,2026-04-19,782.49,1165.94,0.00,313.00,0.00,1635.43,35.00
STM-CR-00243-202604,ACC-CR-00243,2026-03-26,2026-04-25,2026-04-26T13:00:00Z,2026-05-20,1635.43,99.63,0.00,654.17,0.00,1080.89,35.00
STM-CR-00243-202605,ACC-CR-00243,2026-04-26,2026-05-25,2026-05-26T13:00:00Z,2026-06-19,1080.89,248.06,0.00,432.36,0.00,896.59,35.00
STM-CR-00243-202606,ACC-CR-00243,2026-05-26,2026-06-25,2026-06-26T13:00:00Z,2026-07-20,896.59,44.99,0.00,358.64,0.00,582.94,35.00
STM-CR-00243-202607,ACC-CR-00243,2026-06-26,2026-07-25,2026-07-26T13:00:00Z,2026-08-19,582.94,205.98,0.00,233.18,0.00,555.74,35.00
STM-CR-00243-202608,ACC-CR-00243,2026-07-26,2026-08-25,2026-08-26T13:00:00Z,2026-09-19,555.74,140.87,0.00,222.30,0.00,474.31,35.00
STM-CR-00243-202609,ACC-CR-00243,2026-08-26,2026-09-25,2026-09-26T13:00:00Z,2026-10-20,474.31,548.56,0.00,189.72,0.00,833.15,35.00
STM-CR-00244-202509,ACC-CR-00244,2025-08-31,2025-09-15,2025-09-16T13:00:00Z,2025-10-10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00244-202510,ACC-CR-00244,2025-09-16,2025-10-15,2025-10-16T13:00:00Z,2025-11-09,0.00,71.30,0.00,0.00,0.00,71.30,35.00
STM-CR-00244-202511,ACC-CR-00244,2025-10-16,2025-11-15,2025-11-16T14:00:00Z,2025-12-10,71.30,372.83,0.00,71.30,0.00,372.83,35.00
STM-CR-00244-202512,ACC-CR-00244,2025-11-16,2025-12-15,2025-12-16T14:00:00Z,2026-01-09,372.83,193.71,0.00,372.83,0.00,193.71,35.00
STM-CR-00244-202601,ACC-CR-00244,2025-12-16,2026-01-15,2026-01-16T14:00:00Z,2026-02-09,193.71,616.42,0.00,193.71,0.00,616.42,35.00
STM-CR-00244-202602,ACC-CR-00244,2026-01-16,2026-02-15,2026-02-16T14:00:00Z,2026-03-12,616.42,251.72,0.00,616.42,0.00,251.72,35.00
STM-CR-00244-202603,ACC-CR-00244,2026-02-16,2026-03-15,2026-03-16T13:00:00Z,2026-04-09,251.72,239.48,0.00,251.72,0.00,239.48,35.00
STM-CR-00244-202604,ACC-CR-00244,2026-03-16,2026-04-15,2026-04-16T13:00:00Z,2026-05-10,239.48,268.65,0.00,239.48,0.00,268.65,35.00
STM-CR-00244-202605,ACC-CR-00244,2026-04-16,2026-05-15,2026-05-16T13:00:00Z,2026-06-09,268.65,94.48,0.00,268.65,0.00,94.48,35.00
STM-CR-00244-202606,ACC-CR-00244,2026-05-16,2026-06-15,2026-06-16T13:00:00Z,2026-07-10,94.48,440.67,0.00,94.48,0.00,440.67,35.00
STM-CR-00244-202607,ACC-CR-00244,2026-06-16,2026-07-15,2026-07-16T13:00:00Z,2026-08-09,440.67,150.31,0.00,440.67,0.00,150.31,35.00
STM-CR-00244-202608,ACC-CR-00244,2026-07-16,2026-08-15,2026-08-16T13:00:00Z,2026-09-09,150.31,172.19,0.00,150.31,0.00,172.19,35.00
STM-CR-00244-202609,ACC-CR-00244,2026-08-16,2026-09-15,2026-09-16T13:00:00Z,2026-10-10,172.19,212.81,0.00,172.19,0.00,212.81,35.00
STM-CR-00244-202610,ACC-CR-00244,2026-09-16,2026-10-15,2026-10-16T13:00:00Z,2026-11-09,212.81,172.85,0.00,212.81,0.00,172.85,35.00
STM-CR-00245-202509,ACC-CR-00245,2025-08-31,2025-09-28,2025-09-29T13:00:00Z,2025-10-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00245-202510,ACC-CR-00245,2025-09-29,2025-10-28,2025-10-29T13:00:00Z,2025-11-22,0.00,268.93,0.00,0.00,0.00,268.93,35.00
STM-CR-00245-202511,ACC-CR-00245,2025-10-29,2025-11-28,2025-11-29T14:00:00Z,2025-12-23,268.93,403.52,0.00,268.93,0.00,403.52,35.00
STM-CR-00245-202512,ACC-CR-00245,2025-11-29,2025-12-28,2025-12-29T14:00:00Z,2026-01-22,403.52,366.47,0.00,403.52,0.00,366.47,35.00
STM-CR-00245-202601,ACC-CR-00245,2025-12-29,2026-01-28,2026-01-29T14:00:00Z,2026-02-22,366.47,457.53,0.00,366.47,0.00,457.53,35.00
STM-CR-00245-202602,ACC-CR-00245,2026-01-29,2026-02-28,2026-03-01T14:00:00Z,2026-03-25,457.53,356.09,0.00,457.53,0.00,356.09,35.00
STM-CR-00245-202603,ACC-CR-00245,2026-03-01,2026-03-28,2026-03-29T13:00:00Z,2026-04-22,356.09,547.60,0.00,356.09,0.00,547.60,35.00
STM-CR-00245-202604,ACC-CR-00245,2026-03-29,2026-04-28,2026-04-29T13:00:00Z,2026-05-23,547.60,248.24,0.00,547.60,0.00,248.24,35.00
STM-CR-00245-202605,ACC-CR-00245,2026-04-29,2026-05-28,2026-05-29T13:00:00Z,2026-06-22,248.24,313.68,0.00,248.24,0.00,313.68,35.00
STM-CR-00245-202606,ACC-CR-00245,2026-05-29,2026-06-28,2026-06-29T13:00:00Z,2026-07-23,313.68,385.56,0.00,313.68,0.00,385.56,35.00
STM-CR-00245-202607,ACC-CR-00245,2026-06-29,2026-07-28,2026-07-29T13:00:00Z,2026-08-22,385.56,223.57,0.00,385.56,0.00,223.57,35.00
STM-CR-00245-202608,ACC-CR-00245,2026-07-29,2026-08-28,2026-08-29T13:00:00Z,2026-09-22,223.57,421.99,0.00,223.57,0.00,421.99,35.00
STM-CR-00245-202609,ACC-CR-00245,2026-08-29,2026-09-28,2026-09-29T13:00:00Z,2026-10-23,421.99,508.60,0.00,421.99,0.00,508.60,35.00
STM-CR-00246-202509,ACC-CR-00246,2025-08-31,2025-09-04,2025-09-05T13:00:00Z,2025-09-29,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00246-202510,ACC-CR-00246,2025-09-05,2025-10-04,2025-10-05T13:00:00Z,2025-10-29,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00246-202511,ACC-CR-00246,2025-10-05,2025-11-04,2025-11-05T14:00:00Z,2025-11-29,0.00,233.63,0.00,0.00,0.00,233.63,35.00
STM-CR-00246-202512,ACC-CR-00246,2025-11-05,2025-12-04,2025-12-05T14:00:00Z,2025-12-29,233.63,341.17,0.00,233.63,0.00,341.17,35.00
STM-CR-00246-202601,ACC-CR-00246,2025-12-05,2026-01-04,2026-01-05T14:00:00Z,2026-01-29,341.17,311.26,0.00,341.17,0.00,311.26,35.00
STM-CR-00246-202602,ACC-CR-00246,2026-01-05,2026-02-04,2026-02-05T14:00:00Z,2026-03-01,311.26,484.41,0.00,311.26,0.00,484.41,35.00
STM-CR-00246-202603,ACC-CR-00246,2026-02-05,2026-03-04,2026-03-05T14:00:00Z,2026-03-29,484.41,308.67,0.00,484.41,0.00,308.67,35.00
STM-CR-00246-202604,ACC-CR-00246,2026-03-05,2026-04-04,2026-04-05T13:00:00Z,2026-04-29,308.67,1265.74,0.00,308.67,0.00,1265.74,35.00
STM-CR-00246-202605,ACC-CR-00246,2026-04-05,2026-05-04,2026-05-05T13:00:00Z,2026-05-29,1265.74,268.58,0.00,1265.74,0.00,268.58,35.00
STM-CR-00246-202606,ACC-CR-00246,2026-05-05,2026-06-04,2026-06-05T13:00:00Z,2026-06-29,268.58,217.22,0.00,268.58,0.00,217.22,35.00
STM-CR-00246-202607,ACC-CR-00246,2026-06-05,2026-07-04,2026-07-05T13:00:00Z,2026-07-29,217.22,510.27,0.00,217.22,0.00,510.27,35.00
STM-CR-00246-202608,ACC-CR-00246,2026-07-05,2026-08-04,2026-08-05T13:00:00Z,2026-08-29,510.27,303.87,0.00,510.27,0.00,303.87,35.00
STM-CR-00246-202609,ACC-CR-00246,2026-08-05,2026-09-04,2026-09-05T13:00:00Z,2026-09-29,303.87,474.47,174.74,303.87,0.00,299.73,35.00
STM-CR-00246-202610,ACC-CR-00246,2026-09-05,2026-10-04,2026-10-05T13:00:00Z,2026-10-29,299.73,219.71,0.00,299.73,0.00,219.71,35.00
STM-CR-00247-202509,ACC-CR-00247,2025-08-31,2025-09-05,2025-09-06T13:00:00Z,2025-09-30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00247-202510,ACC-CR-00247,2025-09-06,2025-10-05,2025-10-06T13:00:00Z,2025-10-30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00247-202511,ACC-CR-00247,2025-10-06,2025-11-05,2025-11-06T14:00:00Z,2025-11-30,0.00,192.06,0.00,0.00,0.00,192.06,35.00
STM-CR-00247-202512,ACC-CR-00247,2025-11-06,2025-12-05,2025-12-06T14:00:00Z,2025-12-30,192.06,487.96,0.00,76.82,0.00,603.20,35.00
STM-CR-00247-202601,ACC-CR-00247,2025-12-06,2026-01-05,2026-01-06T14:00:00Z,2026-01-30,603.20,429.33,0.00,241.28,0.00,791.25,35.00
STM-CR-00247-202602,ACC-CR-00247,2026-01-06,2026-02-05,2026-02-06T14:00:00Z,2026-03-02,791.25,618.19,87.26,316.50,0.00,1005.68,35.00
STM-CR-00247-202603,ACC-CR-00247,2026-02-06,2026-03-05,2026-03-06T14:00:00Z,2026-03-30,1005.68,534.14,0.00,402.27,0.00,1137.55,35.00
STM-CR-00247-202604,ACC-CR-00247,2026-03-06,2026-04-05,2026-04-06T13:00:00Z,2026-04-30,1137.55,129.24,0.00,455.02,0.00,811.77,35.00
STM-CR-00247-202605,ACC-CR-00247,2026-04-06,2026-05-05,2026-05-06T13:00:00Z,2026-05-30,811.77,215.19,0.00,324.71,0.00,702.25,35.00
STM-CR-00247-202606,ACC-CR-00247,2026-05-06,2026-06-05,2026-06-06T13:00:00Z,2026-06-30,702.25,485.49,0.00,280.90,0.00,906.84,35.00
STM-CR-00247-202607,ACC-CR-00247,2026-06-06,2026-07-05,2026-07-06T13:00:00Z,2026-07-30,906.84,417.99,0.00,362.74,0.00,962.09,35.00
STM-CR-00247-202608,ACC-CR-00247,2026-07-06,2026-08-05,2026-08-06T13:00:00Z,2026-08-30,962.09,143.11,0.00,384.84,0.00,720.36,35.00
STM-CR-00247-202609,ACC-CR-00247,2026-08-06,2026-09-05,2026-09-06T13:00:00Z,2026-09-30,720.36,332.85,0.00,288.14,0.00,765.07,35.00
STM-CR-00247-202610,ACC-CR-00247,2026-09-06,2026-10-05,2026-10-06T13:00:00Z,2026-10-30,765.07,341.22,0.00,306.03,0.00,800.26,35.00
STM-CR-00248-202509,ACC-CR-00248,2025-08-31,2025-09-22,2025-09-23T13:00:00Z,2025-10-17,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00248-202510,ACC-CR-00248,2025-09-23,2025-10-22,2025-10-23T13:00:00Z,2025-11-16,0.00,156.75,0.00,0.00,0.00,156.75,35.00
STM-CR-00248-202511,ACC-CR-00248,2025-10-23,2025-11-22,2025-11-23T14:00:00Z,2025-12-17,156.75,247.05,0.00,156.75,0.00,247.05,35.00
STM-CR-00248-202512,ACC-CR-00248,2025-11-23,2025-12-22,2025-12-23T14:00:00Z,2026-01-16,247.05,501.49,0.00,247.05,0.00,501.49,35.00
STM-CR-00248-202601,ACC-CR-00248,2025-12-23,2026-01-22,2026-01-23T14:00:00Z,2026-02-16,501.49,516.50,0.00,501.49,0.00,516.50,35.00
STM-CR-00248-202602,ACC-CR-00248,2026-01-23,2026-02-22,2026-02-23T14:00:00Z,2026-03-19,516.50,676.84,0.00,516.50,0.00,676.84,35.00
STM-CR-00248-202603,ACC-CR-00248,2026-02-23,2026-03-22,2026-03-23T13:00:00Z,2026-04-16,676.84,530.99,0.00,676.84,0.00,530.99,35.00
STM-CR-00248-202604,ACC-CR-00248,2026-03-23,2026-04-22,2026-04-23T13:00:00Z,2026-05-17,530.99,182.31,0.00,530.99,0.00,182.31,35.00
STM-CR-00248-202605,ACC-CR-00248,2026-04-23,2026-05-22,2026-05-23T13:00:00Z,2026-06-16,182.31,798.83,0.00,182.31,0.00,798.83,35.00
STM-CR-00248-202606,ACC-CR-00248,2026-05-23,2026-06-22,2026-06-23T13:00:00Z,2026-07-17,798.83,94.69,0.00,798.83,0.00,94.69,35.00
STM-CR-00248-202607,ACC-CR-00248,2026-06-23,2026-07-22,2026-07-23T13:00:00Z,2026-08-16,94.69,338.47,0.00,94.69,0.00,338.47,35.00
STM-CR-00248-202608,ACC-CR-00248,2026-07-23,2026-08-22,2026-08-23T13:00:00Z,2026-09-16,338.47,300.90,0.00,338.47,0.00,300.90,35.00
STM-CR-00248-202609,ACC-CR-00248,2026-08-23,2026-09-22,2026-09-23T13:00:00Z,2026-10-17,300.90,610.92,0.00,300.90,0.00,610.92,35.00
STM-CR-00249-202509,ACC-CR-00249,2025-08-31,2025-09-23,2025-09-24T13:00:00Z,2025-10-18,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00249-202510,ACC-CR-00249,2025-09-24,2025-10-23,2025-10-24T13:00:00Z,2025-11-17,0.00,212.72,0.00,0.00,0.00,212.72,35.00
STM-CR-00249-202511,ACC-CR-00249,2025-10-24,2025-11-23,2025-11-24T14:00:00Z,2025-12-18,212.72,132.00,0.00,85.09,0.00,259.63,35.00
STM-CR-00249-202512,ACC-CR-00249,2025-11-24,2025-12-23,2025-12-24T14:00:00Z,2026-01-17,259.63,299.03,0.00,103.85,0.00,454.81,35.00
STM-CR-00249-202601,ACC-CR-00249,2025-12-24,2026-01-23,2026-01-24T14:00:00Z,2026-02-17,454.81,279.12,0.00,181.92,0.00,552.01,35.00
STM-CR-00249-202602,ACC-CR-00249,2026-01-24,2026-02-23,2026-02-24T14:00:00Z,2026-03-20,552.01,176.23,0.00,220.80,0.00,507.44,35.00
STM-CR-00249-202603,ACC-CR-00249,2026-02-24,2026-03-23,2026-03-24T13:00:00Z,2026-04-17,507.44,242.35,0.00,202.98,0.00,546.81,35.00
STM-CR-00249-202604,ACC-CR-00249,2026-03-24,2026-04-23,2026-04-24T13:00:00Z,2026-05-18,546.81,384.04,0.00,218.72,0.00,712.13,35.00
STM-CR-00249-202605,ACC-CR-00249,2026-04-24,2026-05-23,2026-05-24T13:00:00Z,2026-06-17,712.13,240.62,0.00,284.85,0.00,667.90,35.00
STM-CR-00249-202606,ACC-CR-00249,2026-05-24,2026-06-23,2026-06-24T13:00:00Z,2026-07-18,667.90,183.21,0.00,267.16,0.00,583.95,35.00
STM-CR-00249-202607,ACC-CR-00249,2026-06-24,2026-07-23,2026-07-24T13:00:00Z,2026-08-17,583.95,728.35,0.00,233.58,0.00,1078.72,35.00
STM-CR-00249-202608,ACC-CR-00249,2026-07-24,2026-08-23,2026-08-24T13:00:00Z,2026-09-17,1078.72,409.33,0.00,431.49,0.00,1056.56,35.00
STM-CR-00249-202609,ACC-CR-00249,2026-08-24,2026-09-23,2026-09-24T13:00:00Z,2026-10-18,1056.56,196.97,0.00,422.62,0.00,830.91,35.00
STM-CR-00250-202509,ACC-CR-00250,2025-08-31,2025-09-14,2025-09-15T13:00:00Z,2025-10-09,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00250-202510,ACC-CR-00250,2025-09-15,2025-10-14,2025-10-15T13:00:00Z,2025-11-08,0.00,160.21,0.00,0.00,0.00,160.21,35.00
STM-CR-00250-202511,ACC-CR-00250,2025-10-15,2025-11-14,2025-11-15T14:00:00Z,2025-12-09,160.21,394.72,0.00,160.21,0.00,394.72,35.00
STM-CR-00250-202512,ACC-CR-00250,2025-11-15,2025-12-14,2025-12-15T14:00:00Z,2026-01-08,394.72,466.25,112.87,394.72,0.00,353.38,35.00
STM-CR-00250-202601,ACC-CR-00250,2025-12-15,2026-01-14,2026-01-15T14:00:00Z,2026-02-08,353.38,360.32,0.00,353.38,0.00,360.32,35.00
STM-CR-00250-202602,ACC-CR-00250,2026-01-15,2026-02-14,2026-02-15T14:00:00Z,2026-03-11,360.32,365.23,0.00,360.32,0.00,365.23,35.00
STM-CR-00250-202603,ACC-CR-00250,2026-02-15,2026-03-14,2026-03-15T13:00:00Z,2026-04-08,365.23,1100.65,0.00,365.23,0.00,1100.65,35.00
STM-CR-00250-202604,ACC-CR-00250,2026-03-15,2026-04-14,2026-04-15T13:00:00Z,2026-05-09,1100.65,444.21,0.00,1100.65,0.00,444.21,35.00
STM-CR-00250-202605,ACC-CR-00250,2026-04-15,2026-05-14,2026-05-15T13:00:00Z,2026-06-08,444.21,319.14,0.00,444.21,0.00,319.14,35.00
STM-CR-00250-202606,ACC-CR-00250,2026-05-15,2026-06-14,2026-06-15T13:00:00Z,2026-07-09,319.14,511.14,0.00,319.14,0.00,511.14,35.00
STM-CR-00250-202607,ACC-CR-00250,2026-06-15,2026-07-14,2026-07-15T13:00:00Z,2026-08-08,511.14,418.58,0.00,511.14,0.00,418.58,35.00
STM-CR-00250-202608,ACC-CR-00250,2026-07-15,2026-08-14,2026-08-15T13:00:00Z,2026-09-08,418.58,995.81,0.00,418.58,0.00,995.81,35.00
STM-CR-00250-202609,ACC-CR-00250,2026-08-15,2026-09-14,2026-09-15T13:00:00Z,2026-10-09,995.81,681.27,0.00,995.81,0.00,681.27,35.00
STM-CR-00250-202610,ACC-CR-00250,2026-09-15,2026-10-14,2026-10-15T13:00:00Z,2026-11-08,681.27,239.22,0.00,681.27,0.00,239.22,35.00
STM-CR-00251-202509,ACC-CR-00251,2025-08-31,2025-09-14,2025-09-15T13:00:00Z,2025-10-09,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00251-202510,ACC-CR-00251,2025-09-15,2025-10-14,2025-10-15T13:00:00Z,2025-11-08,0.00,223.90,0.00,0.00,0.00,223.90,35.00
STM-CR-00251-202511,ACC-CR-00251,2025-10-15,2025-11-14,2025-11-15T14:00:00Z,2025-12-09,223.90,153.95,0.00,35.00,0.00,342.85,35.00
STM-CR-00251-202512,ACC-CR-00251,2025-11-15,2025-12-14,2025-12-15T14:00:00Z,2026-01-08,342.85,287.62,0.00,35.00,0.00,595.47,35.00
STM-CR-00251-202601,ACC-CR-00251,2025-12-15,2026-01-14,2026-01-15T14:00:00Z,2026-02-08,595.47,253.91,0.00,35.00,0.00,814.38,35.00
STM-CR-00251-202602,ACC-CR-00251,2026-01-15,2026-02-14,2026-02-15T14:00:00Z,2026-03-11,814.38,191.02,0.00,35.00,0.00,970.40,35.00
STM-CR-00251-202603,ACC-CR-00251,2026-02-15,2026-03-14,2026-03-15T13:00:00Z,2026-04-08,970.40,22.99,0.00,35.00,0.00,958.39,35.00
STM-CR-00251-202604,ACC-CR-00251,2026-03-15,2026-04-14,2026-04-15T13:00:00Z,2026-05-09,958.39,320.59,0.00,35.00,0.00,1243.98,35.00
STM-CR-00251-202605,ACC-CR-00251,2026-04-15,2026-05-14,2026-05-15T13:00:00Z,2026-06-08,1243.98,22.99,0.00,35.00,0.00,1231.97,35.00
STM-CR-00251-202606,ACC-CR-00251,2026-05-15,2026-06-14,2026-06-15T13:00:00Z,2026-07-09,1231.97,186.11,0.00,35.00,0.00,1383.08,35.00
STM-CR-00251-202607,ACC-CR-00251,2026-06-15,2026-07-14,2026-07-15T13:00:00Z,2026-08-08,1383.08,230.87,0.00,35.00,0.00,1578.95,35.00
STM-CR-00251-202608,ACC-CR-00251,2026-07-15,2026-08-14,2026-08-15T13:00:00Z,2026-09-08,1578.95,318.14,0.00,35.00,0.00,1862.09,37.24
STM-CR-00251-202609,ACC-CR-00251,2026-08-15,2026-09-14,2026-09-15T13:00:00Z,2026-10-09,1862.09,170.89,0.00,37.24,0.00,1995.74,39.91
STM-CR-00251-202610,ACC-CR-00251,2026-09-15,2026-10-14,2026-10-15T13:00:00Z,2026-11-08,1995.74,489.27,0.00,39.91,0.00,2445.10,48.90
STM-CR-00252-202509,ACC-CR-00252,2025-08-31,2025-09-07,2025-09-08T13:00:00Z,2025-10-02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00252-202510,ACC-CR-00252,2025-09-08,2025-10-07,2025-10-08T13:00:00Z,2025-11-01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00252-202511,ACC-CR-00252,2025-10-08,2025-11-07,2025-11-08T14:00:00Z,2025-12-02,0.00,228.02,0.00,0.00,0.00,228.02,35.00
STM-CR-00252-202512,ACC-CR-00252,2025-11-08,2025-12-07,2025-12-08T14:00:00Z,2026-01-01,228.02,122.05,0.00,228.02,0.00,122.05,35.00
STM-CR-00252-202601,ACC-CR-00252,2025-12-08,2026-01-07,2026-01-08T14:00:00Z,2026-02-01,122.05,427.84,0.00,122.05,0.00,427.84,35.00
STM-CR-00252-202602,ACC-CR-00252,2026-01-08,2026-02-07,2026-02-08T14:00:00Z,2026-03-04,427.84,306.18,0.00,427.84,0.00,306.18,35.00
STM-CR-00252-202603,ACC-CR-00252,2026-02-08,2026-03-07,2026-03-08T13:00:00Z,2026-04-01,306.18,626.85,0.00,306.18,0.00,626.85,35.00
STM-CR-00252-202604,ACC-CR-00252,2026-03-08,2026-04-07,2026-04-08T13:00:00Z,2026-05-02,626.85,525.66,0.00,626.85,0.00,525.66,35.00
STM-CR-00252-202605,ACC-CR-00252,2026-04-08,2026-05-07,2026-05-08T13:00:00Z,2026-06-01,525.66,391.80,0.00,525.66,0.00,391.80,35.00
STM-CR-00252-202606,ACC-CR-00252,2026-05-08,2026-06-07,2026-06-08T13:00:00Z,2026-07-02,391.80,195.97,0.00,391.80,0.00,195.97,35.00
STM-CR-00252-202607,ACC-CR-00252,2026-06-08,2026-07-07,2026-07-08T13:00:00Z,2026-08-01,195.97,123.29,0.00,195.97,0.00,123.29,35.00
STM-CR-00252-202608,ACC-CR-00252,2026-07-08,2026-08-07,2026-08-08T13:00:00Z,2026-09-01,123.29,237.60,0.00,123.29,0.00,237.60,35.00
STM-CR-00252-202609,ACC-CR-00252,2026-08-08,2026-09-07,2026-09-08T13:00:00Z,2026-10-02,237.60,764.73,0.00,237.60,0.00,764.73,35.00
STM-CR-00252-202610,ACC-CR-00252,2026-09-08,2026-10-07,2026-10-08T13:00:00Z,2026-11-01,764.73,324.45,0.00,764.73,0.00,324.45,35.00
STM-CR-00253-202509,ACC-CR-00253,2025-08-31,2025-09-04,2025-09-05T13:00:00Z,2025-09-29,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00253-202510,ACC-CR-00253,2025-09-05,2025-10-04,2025-10-05T13:00:00Z,2025-10-29,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00253-202511,ACC-CR-00253,2025-10-05,2025-11-04,2025-11-05T14:00:00Z,2025-11-29,0.00,255.12,0.00,0.00,0.00,255.12,35.00
STM-CR-00253-202512,ACC-CR-00253,2025-11-05,2025-12-04,2025-12-05T14:00:00Z,2025-12-29,255.12,737.11,0.00,255.12,0.00,737.11,35.00
STM-CR-00253-202601,ACC-CR-00253,2025-12-05,2026-01-04,2026-01-05T14:00:00Z,2026-01-29,737.11,116.38,9.66,737.11,0.00,106.72,35.00
STM-CR-00253-202602,ACC-CR-00253,2026-01-05,2026-02-04,2026-02-05T14:00:00Z,2026-03-01,106.72,182.48,0.00,106.72,0.00,182.48,35.00
STM-CR-00253-202603,ACC-CR-00253,2026-02-05,2026-03-04,2026-03-05T14:00:00Z,2026-03-29,182.48,168.47,0.00,182.48,0.00,168.47,35.00
STM-CR-00253-202604,ACC-CR-00253,2026-03-05,2026-04-04,2026-04-05T13:00:00Z,2026-04-29,168.47,103.35,0.00,168.47,0.00,103.35,35.00
STM-CR-00253-202605,ACC-CR-00253,2026-04-05,2026-05-04,2026-05-05T13:00:00Z,2026-05-29,103.35,685.16,0.00,103.35,0.00,685.16,35.00
STM-CR-00253-202606,ACC-CR-00253,2026-05-05,2026-06-04,2026-06-05T13:00:00Z,2026-06-29,685.16,88.91,0.00,685.16,0.00,88.91,35.00
STM-CR-00253-202607,ACC-CR-00253,2026-06-05,2026-07-04,2026-07-05T13:00:00Z,2026-07-29,88.91,83.80,0.00,88.91,0.00,83.80,35.00
STM-CR-00253-202608,ACC-CR-00253,2026-07-05,2026-08-04,2026-08-05T13:00:00Z,2026-08-29,83.80,106.61,0.00,83.80,0.00,106.61,35.00
STM-CR-00253-202609,ACC-CR-00253,2026-08-05,2026-09-04,2026-09-05T13:00:00Z,2026-09-29,106.61,565.41,0.00,106.61,0.00,565.41,35.00
STM-CR-00253-202610,ACC-CR-00253,2026-09-05,2026-10-04,2026-10-05T13:00:00Z,2026-10-29,565.41,39.12,0.00,565.41,0.00,39.12,35.00
STM-CR-00254-202509,ACC-CR-00254,2025-08-31,2025-09-08,2025-09-09T13:00:00Z,2025-10-03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00254-202510,ACC-CR-00254,2025-09-09,2025-10-08,2025-10-09T13:00:00Z,2025-11-02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
STM-CR-00254-202511,ACC-CR-00254,2025-10-09,2025-11-08,2025-11-09T14:00:00Z,2025-12-03,0.00,317.19,0.00,0.00,0.00,317.19,35.00
STM-CR-00254-202512,ACC-CR-00254,2025-11-09,2025-12-08,2025-12-09T14:00:00Z,2026-01-02,317.19,892.95,0.00,35.00,0.00,1175.14,35.00
STM-CR-00254-202601,ACC-CR-00254,2025-12-09,2026-01-08,2026-01-09T14:00:00Z,2026-02-02,1175.14,213.97,56.48,35.00,0.00,1297.63,35.00
