case_id,account_id,customer_id,card_id,regime,status,stage,opened_at,intake_channel,intake_authenticated_via,claim_summary,claim_family_initial,network,network_condition,dispute_amount,provisional_credit_amount,provisional_credit_at,network_case_ref,dispute_processing_date,response_processing_date,pre_arb_processing_date,cardholder_outcome,network_outcome,closed_at,assigned_queue,related_case_ids
DSP-2026-00158,ACC-CR-00019,CUS-00025,CRD-000028,REG_Z,open,investigating,2026-10-18T14:26:00Z,phone,ivr_otp,Charged more than the receipt amount.,incorrect_amount,VISA,,13.54,13.54,2026-10-20T15:00:00Z,,,,,,,,consumer_disputes,
DSP-2026-00159,ACC-CR-00281,CUS-00330,CRD-000378,REG_Z,open,dispute_filed,2026-09-16T20:09:00Z,secure_message,ivr_otp,Paid for an order that never arrived.,not_received,VISA,13.1,65.50,65.50,2026-09-17T15:00:00Z,VRL8713193621,2026-09-22,,,,,,consumer_disputes,
DSP-2026-00160,ACC-CR-00304,CUS-00357,CRD-000410,REG_Z,closed,closed,2026-01-19T23:28:00Z,app_chat,ivr_otp,Cardholder does not recognize and did not authorize an online purchase.,fraud_cnp,VISA,10.4,132.52,132.52,2026-01-20T16:00:00Z,VRL3795980434,2026-01-23,2026-02-15,,denied,merchant_won_pre_arb,2026-03-01T22:00:00Z,fraud_cnp,
DSP-2026-00161,ACC-CR-00299,CUS-00350,CRD-000402,REG_Z,closed,closed,2026-03-15T19:19:00Z,app_chat,ivr_otp,Paid for an order that never arrived.,not_received,VISA,13.1,7.68,7.68,2026-03-17T15:00:00Z,VRL8850422665,2026-03-19,,,credited,issuer_won,2026-05-12T21:00:00Z,consumer_disputes,
DSP-2026-00162,ACC-CR-00001,CUS-00001,CRD-000001,REG_Z,closed,closed,2026-01-03T19:51:00Z,app_chat,ivr_otp,Returned item; merchant promised refund that never posted.,credit_not_processed,VISA,13.6,21.27,21.27,2026-01-05T16:00:00Z,VRL2300778773,2026-01-13,,,credited,issuer_won,2026-03-02T22:00:00Z,consumer_disputes,
DSP-2026-00163,ACC-CR-00108,CUS-00121,CRD-000138,REG_Z,closed,closed,2026-04-26T16:03:00Z,phone,ivr_otp,Charged twice for the same purchase.,duplicate,VISA,,18.40,18.40,2026-04-27T15:00:00Z,,,,,denied,not_filed,2026-05-07T21:00:00Z,consumer_disputes,
DSP-2026-00164,ACC-CR-00189,CUS-00221,CRD-000253,REG_Z,closed,closed,2026-03-06T20:57:00Z,app_chat,ivr_otp,Item received is defective / not as described.,not_as_described,VISA,13.3,477.77,477.77,2026-03-09T15:00:00Z,VRL3142715891,2026-03-09,2026-03-29,,denied,merchant_won,2026-04-12T21:00:00Z,consumer_disputes,
DSP-2026-00165,ACC-CR-00105,CUS-00118,CRD-000134,REG_Z,closed,closed,2026-04-25T21:23:00Z,app_chat,ivr_otp,Cardholder does not recognize and did not authorize an online purchase.,fraud_cnp,VISA,10.4,857.92,857.92,2026-04-28T15:00:00Z,VRL4474400131,2026-04-28,,,credited,issuer_won,2026-06-18T21:00:00Z,fraud_cnp,
DSP-2026-00166,ACC-CR-00204,CUS-00237,CRD-000272,REG_Z,open,investigating,2026-10-20T12:01:00Z,phone,ivr_otp,Cardholder does not recognize and did not authorize an online purchase.,fraud_cnp,VISA,,231.86,231.86,2026-10-23T15:00:00Z,,,,,,,,fraud_cnp,
DSP-2026-00167,ACC-CR-00229,CUS-00268,CRD-000304,REG_Z,closed,closed,2026-06-25T22:01:00Z,phone,ivr_otp,Cardholder does not recognize and did not authorize an online purchase.,fraud_cnp,VISA,10.4,709.68,709.68,2026-06-29T15:00:00Z,VRL8272124784,2026-07-04,,,credited,issuer_won,2026-08-20T21:00:00Z,fraud_cnp,
DSP-2026-00169,ACC-CR-00157,CUS-00183,CRD-000207,REG_Z,open,dispute_filed,2026-09-22T18:47:00Z,secure_message,ivr_otp,Charged twice for the same purchase.,duplicate,VISA,12.6,140.77,140.77,2026-09-26T15:00:00Z,VRL7224650170,2026-09-27,,,,,,consumer_disputes,
DSP-2026-00170,ACC-CR-00106,CUS-00119,CRD-000135,REG_Z,closed,closed,2026-03-19T13:31:00Z,secure_message,ivr_otp,Subscription was cancelled but charges continued.,cancelled_recurring,VISA,13.2,22.99,22.99,2026-03-20T15:00:00Z,VRL8480959057,2026-03-25,,,credited,issuer_won,2026-04-22T21:00:00Z,consumer_disputes,
DSP-2026-00171,ACC-CR-00284,CUS-00333,CRD-000381,REG_Z,open,investigating,2026-10-18T14:23:00Z,app_chat,ivr_otp,Cardholder does not recognize and did not authorize an online purchase.,fraud_cnp,VISA,,551.60,551.60,2026-10-21T15:00:00Z,,,,,,,,fraud_cnp,
DSP-2026-00172,ACC-DDA-00013,CUS-00083,CRD-000093,REG_E,closed,closed,2026-06-22T13:03:00Z,secure_message,ivr_otp,Charged twice for the same purchase.,duplicate,VISA,12.6,170.98,170.98,2026-06-25T15:00:00Z,VRL3561184258,2026-07-02,,,credited,issuer_won,2026-08-20T21:00:00Z,consumer_disputes,
DSP-2026-00173,ACC-CR-00076,CUS-00088,CRD-000098,REG_Z,closed,closed,2026-05-31T14:34:00Z,secure_message,ivr_otp,Paid for an order that never arrived.,not_received,VISA,13.1,25.34,25.34,2026-06-01T15:00:00Z,VRL9561449929,2026-06-05,2026-06-28,,denied,merchant_won,2026-07-11T21:00:00Z,consumer_disputes,
DSP-2026-00174,ACC-CR-00277,CUS-00326,CRD-000374,REG_Z,closed,closed,2026-03-03T14:59:00Z,secure_message,ivr_otp,Cardholder does not recognize and did not authorize an online purchase.,fraud_cnp,VISA,10.4,691.94,691.94,2026-03-05T16:00:00Z,VRL4503469030,2026-03-12,,,credited,issuer_won,2026-03-23T21:00:00Z,fraud_cnp,
DSP-2026-00175,ACC-CR-00126,CUS-00146,CRD-000166,REG_Z,open,dispute_filed,2026-10-05T18:53:00Z,secure_message,ivr_otp,Item received is defective / not as described.,not_as_described,VISA,13.3,144.40,144.40,2026-10-06T15:00:00Z,VRL4637214631,2026-10-13,,,,,,consumer_disputes,
DSP-2026-00176,ACC-CR-00295,CUS-00346,CRD-000396,REG_Z,closed,closed,2026-08-05T15:03:00Z,secure_message,ivr_otp,Cardholder does not recognize and did not authorize an online purchase.,fraud_cnp,VISA,10.4,282.63,282.63,2026-08-08T15:00:00Z,VRL4976671593,2026-08-10,,,credited,issuer_won,2026-10-05T21:00:00Z,fraud_cnp,
DSP-2026-00177,ACC-CR-00179,CUS-00210,CRD-000239,REG_Z,closed,closed,2026-06-08T17:16:00Z,app_chat,ivr_otp,Subscription was cancelled but charges continued.,cancelled_recurring,VISA,13.2,69.32,69.32,2026-06-10T15:00:00Z,VRL7547852816,2026-06-18,,,credited,issuer_won,2026-08-06T21:00:00Z,consumer_disputes,
DSP-2026-00178,ACC-CR-00139,CUS-00163,CRD-000184,REG_Z,closed,closed,2026-01-20T13:22:00Z,app_chat,ivr_otp,Cardholder does not recognize and did not authorize an online purchase.,fraud_cnp,VISA,10.4,304.77,304.77,2026-01-23T16:00:00Z,VRL5607452389,2026-01-29,,,credited,issuer_won,2026-03-04T22:00:00Z,fraud_cnp,
DSP-2026-00179,ACC-CR-00250,CUS-00292,CRD-000333,REG_Z,closed,closed,2026-01-10T15:45:00Z,secure_message,ivr_otp,Paid for an order that never arrived.,not_received,VISA,13.1,112.87,112.87,2026-01-12T16:00:00Z,VRL7945321812,2026-01-15,2026-02-13,,denied,merchant_won,2026-02-23T22:00:00Z,consumer_disputes,
DSP-2026-00180,ACC-CR-00226,CUS-00264,CRD-000300,REG_Z,open,dispute_filed,2026-10-03T16:45:00Z,secure_message,ivr_otp,Subscription was cancelled but charges continued.,cancelled_recurring,VISA,13.2,22.99,22.99,2026-10-08T15:00:00Z,VRL9086414508,2026-10-11,,,,,,consumer_disputes,
DSP-2026-00181,ACC-CR-00148,CUS-00172,CRD-000193,REG_Z,closed,closed,2026-03-14T14:31:00Z,secure_message,ivr_otp,Cardholder does not recognize and did not authorize an online purchase.,fraud_cnp,VISA,10.4,373.66,373.66,2026-03-19T15:00:00Z,VRL2264627258,2026-03-23,,,credited,issuer_won,2026-04-21T21:00:00Z,fraud_cnp,
DSP-2026-00182,ACC-CR-00132,CUS-00154,CRD-000174,REG_Z,closed,closed,2026-06-23T16:02:00Z,phone,ivr_otp,Cardholder does not recognize and did not authorize an online purchase.,fraud_cnp,VISA,10.4,609.03,609.03,2026-06-24T15:00:00Z,VRL5733995809,2026-07-01,,,credited,issuer_won,2026-08-21T21:00:00Z,fraud_cnp,
DSP-2026-00183,ACC-CR-00038,CUS-00045,CRD-000049,REG_Z,closed,closed,2026-02-23T15:56:00Z,secure_message,ivr_otp,Does not recognize merchant name on statement.,descriptor_confusion,VISA,,157.13,,,,,,,withdrawn,not_filed,2026-03-05T22:00:00Z,consumer_disputes,
DSP-2026-00184,ACC-CR-00047,CUS-00055,CRD-000061,REG_Z,open,dispute_filed,2026-09-22T17:50:00Z,secure_message,ivr_otp,Paid for an order that never arrived.,not_received,VISA,13.1,56.83,56.83,2026-09-27T15:00:00Z,VRL1060909949,2026-09-28,,,,,,consumer_disputes,
DSP-2026-00185,ACC-CR-00153,CUS-00177,CRD-000199,REG_Z,closed,closed,2026-02-27T19:22:00Z,app_chat,ivr_otp,Paid for an order that never arrived.,not_received,VISA,,123.44,,,,,,,withdrawn,not_filed,2026-03-01T22:00:00Z,consumer_disputes,
DSP-2026-00186,ACC-CR-00275,CUS-00324,CRD-000372,REG_Z,open,dispute_filed,2026-10-07T14:07:00Z,phone,ivr_otp,Returned item; merchant promised refund that never posted.,credit_not_processed,VISA,13.6,322.90,322.90,2026-10-09T15:00:00Z,VRL7068691280,2026-10-15,,,,,,consumer_disputes,
DSP-2026-00187,ACC-CR-00068,CUS-00079,CRD-000087,REG_Z,closed,closed,2026-06-21T13:15:00Z,phone,ivr_otp,Subscription was cancelled but charges continued.,cancelled_recurring,VISA,13.2,17.99,17.99,2026-06-23T15:00:00Z,VRL7486237047,2026-06-24,,,credited,issuer_won,2026-08-12T21:00:00Z,consumer_disputes,
DSP-2026-00188,ACC-CR-00251,CUS-00293,CRD-000334,REG_Z,closed,closed,2026-08-05T16:40:00Z,secure_message,ivr_otp,Cardholder does not recognize and did not authorize an online purchase.,fraud_cnp,VISA,10.4,124.90,124.90,2026-08-10T15:00:00Z,VRL2512274193,2026-08-11,2026-08-31,,denied,merchant_won_pre_arb,2026-09-08T21:00:00Z,fraud_cnp,
DSP-2026-00189,ACC-CR-00036,CUS-00042,CRD-000046,REG_Z,closed,closed,2026-02-21T22:50:00Z,secure_message,ivr_otp,Cardholder does not recognize and did not authorize an online purchase.,fraud_cnp,VISA,10.4,81.79,81.79,2026-02-23T16:00:00Z,VRL4830981802,2026-02-25,2026-03-26,,denied,merchant_won_pre_arb,2026-04-07T21:00:00Z,fraud_cnp,
DSP-2026-00190,ACC-CR-00278,CUS-00327,CRD-000375,REG_Z,closed,closed,2026-03-31T21:11:00Z,secure_message,ivr_otp,Subscription was cancelled but charges continued.,cancelled_recurring,VISA,13.2,15.99,15.99,2026-04-01T15:00:00Z,VRL9722114210,2026-04-07,2026-04-27,,denied,merchant_won,2026-05-20T21:00:00Z,consumer_disputes,
DSP-2026-00191,ACC-CR-00080,CUS-00092,CRD-000103,REG_Z,closed,closed,2026-06-22T19:31:00Z,app_chat,ivr_otp,Returned item; merchant promised refund that never posted.,credit_not_processed,VISA,13.6,150.78,150.78,2026-06-26T15:00:00Z,VRL8557630800,2026-07-02,,,credited,issuer_won,2026-07-24T21:00:00Z,consumer_disputes,
DSP-2026-00192,ACC-CR-00006,CUS-00006,CRD-000006,REG_Z,closed,closed,2026-05-05T20:43:00Z,secure_message,ivr_otp,Item received is defective / not as described.,not_as_described,VISA,13.3,145.74,145.74,2026-05-08T15:00:00Z,VRL6353661417,2026-05-11,,,credited,issuer_won,2026-05-24T21:00:00Z,consumer_disputes,
DSP-2026-00193,ACC-CR-00073,CUS-00085,CRD-000095,REG_Z,closed,closed,2026-01-08T18:15:00Z,secure_message,ivr_otp,Paid for an order that never arrived.,not_received,VISA,,109.90,,,,,,,withdrawn,not_filed,2026-01-16T22:00:00Z,consumer_disputes,
DSP-2026-00194,ACC-DDA-00004,CUS-00020,CRD-000022,REG_E,closed,closed,2026-04-24T18:29:00Z,secure_message,ivr_otp,Cardholder does not recognize and did not authorize an online purchase.,fraud_cnp,VISA,10.4,850.77,850.77,2026-04-27T15:00:00Z,VRL5300658926,2026-05-01,,,credited,issuer_won,2026-05-29T21:00:00Z,fraud_cnp,
DSP-2026-00195,ACC-DDA-00045,CUS-00218,CRD-000250,REG_E,closed,closed,2026-07-02T18:01:00Z,secure_message,ivr_otp,Card lost; cardholder did not make in-store purchases.,fraud_card_present,VISA,10.3,659.30,659.30,2026-07-07T15:00:00Z,VRL6951428137,2026-07-11,,,credited,issuer_won,2026-09-02T21:00:00Z,fraud_cnp,
DSP-2026-00196,ACC-CR-00183,CUS-00214,CRD-000244,REG_Z,open,awaiting_merchant_evidence,2026-10-14T15:06:00Z,phone,ivr_otp,Cardholder does not recognize and did not authorize an online purchase.,fraud_cnp,VISA,,1090.63,1090.63,2026-10-19T15:00:00Z,,,,,,,,fraud_cnp,
DSP-2026-00197,ACC-DDA-00069,CUS-00318,CRD-000365,REG_E,closed,closed,2026-08-20T22:46:00Z,secure_message,ivr_otp,Charged twice for the same purchase.,duplicate,VISA,12.6,107.01,107.01,2026-08-25T15:00:00Z,VRL9691071300,2026-08-26,,,credited,issuer_won,2026-10-04T21:00:00Z,consumer_disputes,
DSP-2026-00198,ACC-CR-00246,CUS-00287,CRD-000327,REG_Z,closed,closed,2026-05-19T14:38:00Z,app_chat,ivr_otp,Cancelled order within policy; no refund.,cancelled_merch,VISA,13.7,38.75,38.75,2026-05-22T15:00:00Z,VRL9954066558,2026-05-23,,,credited,issuer_won,2026-06-24T21:00:00Z,consumer_disputes,
DSP-2026-00199,ACC-CR-00049,CUS-00057,CRD-000063,REG_Z,closed,closed,2026-04-29T18:21:00Z,secure_message,ivr_otp,Returned item; merchant promised refund that never posted.,credit_not_processed,VISA,13.6,205.39,205.39,2026-05-03T15:00:00Z,VRL1329530842,2026-05-05,,,credited,issuer_won,2026-06-24T21:00:00Z,consumer_disputes,
DSP-2026-00200,ACC-CR-00060,CUS-00069,CRD-000076,REG_Z,closed,closed,2026-01-15T15:54:00Z,secure_message,ivr_otp,Cardholder does not recognize and did not authorize an online purchase.,fraud_cnp,VISA,10.4,846.84,846.84,2026-01-16T16:00:00Z,VRL5377631853,2026-01-19,,,credited,issuer_won,2026-03-15T21:00:00Z,fraud_cnp,
DSP-2026-00201,ACC-CR-00127,CUS-00147,CRD-000167,REG_Z,closed,closed,2026-09-06T16:39:00Z,phone,ivr_otp,Item received is defective / not as described.,not_as_described,VISA,13.3,22.74,22.74,2026-09-07T15:00:00Z,VRL5962409661,2026-09-16,,,credited,issuer_won,2026-11-13T22:00:00Z,consumer_disputes,
DSP-2026-00202,ACC-CR-00092,CUS-00104,CRD-000117,REG_Z,closed,closed,2026-05-06T14:21:00Z,phone,ivr_otp,Subscription was cancelled but charges continued.,cancelled_recurring,VISA,13.2,54.00,54.00,2026-05-09T15:00:00Z,VRL2014686359,2026-05-14,2026-05-29,,denied,merchant_won,2026-06-07T21:00:00Z,consumer_disputes,
DSP-2026-00204,ACC-CR-00153,CUS-00178,CRD-000200,REG_Z,closed,closed,2026-05-10T21:11:00Z,app_chat,ivr_otp,Does not recognize merchant name on statement.,descriptor_confusion,VISA,,24.31,,,,,,,withdrawn,not_filed,2026-05-16T21:00:00Z,consumer_disputes,
DSP-2026-00205,ACC-DDA-00069,CUS-00318,CRD-000365,REG_E,closed,closed,2026-01-25T20:02:00Z,phone,ivr_otp,Subscription was cancelled but charges continued.,cancelled_recurring,VISA,13.2,176.97,176.97,2026-01-27T16:00:00Z,VRL3389556097,2026-02-03,,,credited,issuer_won,2026-03-24T21:00:00Z,consumer_disputes,
DSP-2026-00206,ACC-DDA-00022,CUS-00129,CRD-000147,REG_E,closed,closed,2026-07-11T14:41:00Z,app_chat,ivr_otp,Charged more than the receipt amount.,incorrect_amount,VISA,12.5,4.51,4.51,2026-07-12T15:00:00Z,VRL7663434550,2026-07-21,,,partial_credit,issuer_won,2026-08-07T21:00:00Z,consumer_disputes,
DSP-2026-00207,ACC-DDA-00030,CUS-00161,CRD-000182,REG_E,closed,closed,2026-05-06T13:58:00Z,app_chat,ivr_otp,Item received is defective / not as described.,not_as_described,VISA,13.3,247.73,247.73,2026-05-09T15:00:00Z,VRL2360696295,2026-05-16,,,credited,issuer_won,2026-07-12T21:00:00Z,consumer_disputes,
DSP-2026-00208,ACC-CR-00303,CUS-00356,CRD-000409,REG_Z,open,dispute_filed,2026-10-06T21:57:00Z,secure_message,ivr_otp,Cardholder does not recognize and did not authorize an online purchase.,fraud_cnp,VISA,10.4,897.81,897.81,2026-10-11T15:00:00Z,VRL1381623043,2026-10-15,,,,,,fraud_cnp,
DSP-2026-00209,ACC-CR-00045,CUS-00053,CRD-000059,REG_Z,closed,closed,2026-03-02T20:04:00Z,app_chat,ivr_otp,Cardholder does not recognize and did not authorize an online purchase.,fraud_cnp,VISA,10.4,1039.57,1039.57,2026-03-07T16:00:00Z,VRL1130230980,2026-03-08,,,credited,issuer_won,2026-05-02T21:00:00Z,fraud_cnp,
DSP-2026-00210,ACC-CR-00112,CUS-00125,CRD-000143,REG_Z,closed,closed,2026-02-10T19:40:00Z,phone,ivr_otp,Cardholder does not recognize and did not authorize an online purchase.,fraud_cnp,VISA,10.4,831.38,831.38,2026-02-13T16:00:00Z,VRL3938206900,2026-02-20,,,credited,issuer_won,2026-04-09T21:00:00Z,fraud_cnp,
DSP-2026-00211,ACC-CR-00176,CUS-00205,CRD-000234,REG_Z,closed,closed,2026-07-21T19:48:00Z,phone,ivr_otp,Paid for an order that never arrived.,not_received,VISA,13.1,18.16,18.16,2026-07-24T15:00:00Z,VRL9429674670,2026-07-25,,,credited,issuer_won,2026-08-16T21:00:00Z,consumer_disputes,
DSP-2026-00212,ACC-CR-00051,CUS-00059,CRD-000065,REG_Z,closed,closed,2026-01-11T16:40:00Z,app_chat,ivr_otp,Cardholder does not recognize and did not authorize an online purchase.,fraud_cnp,VISA,10.4,23.16,23.16,2026-01-16T16:00:00Z,VRL3805594941,2026-01-18,2026-02-14,,denied,merchant_won_pre_arb,2026-03-11T21:00:00Z,fraud_cnp,
DSP-2026-00213,ACC-CR-00248,CUS-00290,CRD-000330,REG_Z,closed,closed,2026-02-01T15:00:00Z,secure_message,ivr_otp,Cancelled order within policy; no refund.,cancelled_merch,VISA,13.7,242.32,242.32,2026-02-02T16:00:00Z,VRL9897449728,2026-02-10,,,credited,issuer_won,2026-02-26T22:00:00Z,consumer_disputes,
DSP-2026-00214,ACC-CR-00289,CUS-00339,CRD-000388,REG_Z,open,investigating,2026-09-12T19:04:00Z,app_chat,ivr_otp,Does not recognize merchant name on statement.,descriptor_confusion,VISA,,42.32,,,,,,,,,,consumer_disputes,
DSP-2026-00215,ACC-CR-00082,CUS-00094,CRD-000106,REG_Z,closed,closed,2026-05-29T16:51:00Z,secure_message,ivr_otp,Card lost; cardholder did not make in-store purchases.,fraud_card_present,VISA,10.3,446.00,446.00,2026-06-02T15:00:00Z,VRL2057394681,2026-06-05,,,credited,issuer_won,2026-07-28T21:00:00Z,fraud_cnp,
DSP-2026-00216,ACC-CR-00053,CUS-00061,CRD-000067,REG_Z,closed,closed,2026-05-26T21:16:00Z,secure_message,ivr_otp,Subscription was cancelled but charges continued.,cancelled_recurring,VISA,13.2,175.93,175.93,2026-05-30T15:00:00Z,VRL3004551095,2026-06-03,,,credited,issuer_won,2026-07-24T21:00:00Z,consumer_disputes,
DSP-2026-00217,ACC-CR-00106,CUS-00119,CRD-000135,REG_Z,closed,closed,2026-06-09T22:34:00Z,secure_message,ivr_otp,Card lost; cardholder did not make in-store purchases.,fraud_card_present,VISA,10.3,466.27,466.27,2026-06-12T15:00:00Z,VRL6198195214,2026-06-18,,,credited,issuer_won,2026-08-16T21:00:00Z,fraud_cnp,
DSP-2026-00218,ACC-CR-00031,CUS-00037,CRD-000040,REG_Z,closed,closed,2026-01-31T13:54:00Z,secure_message,ivr_otp,Returned item; merchant promised refund that never posted.,credit_not_processed,VISA,13.6,49.79,49.79,2026-02-05T16:00:00Z,VRL4645188341,2026-02-06,,,credited,issuer_won,2026-03-25T21:00:00Z,consumer_disputes,
DSP-2026-00219,ACC-DDA-00022,CUS-00129,CRD-000147,REG_E,closed,closed,2026-03-30T14:31:00Z,app_chat,ivr_otp,Cardholder does not recognize and did not authorize an online purchase.,fraud_cnp,VISA,10.4,871.38,871.38,2026-04-04T15:00:00Z,VRL7216811902,2026-04-07,,,credited,issuer_won,2026-04-29T21:00:00Z,fraud_cnp,
DSP-2026-00220,ACC-CR-00276,CUS-00325,CRD-000373,REG_Z,open,investigating,2026-10-19T21:34:00Z,app_chat,ivr_otp,Item received is defective / not as described.,not_as_described,VISA,,81.11,81.11,2026-10-20T15:00:00Z,,,,,,,,consumer_disputes,
DSP-2026-00221,ACC-CR-00027,CUS-00033,CRD-000036,REG_Z,closed,closed,2026-05-16T16:35:00Z,secure_message,ivr_otp,Cardholder does not recognize and did not authorize an online purchase.,fraud_cnp,VISA,10.4,669.33,669.33,2026-05-21T15:00:00Z,VRL2241300493,2026-05-26,,,credited,issuer_won,2026-07-25T21:00:00Z,fraud_cnp,
DSP-2026-00222,ACC-CR-00147,CUS-00171,CRD-000192,REG_Z,closed,closed,2026-04-19T12:38:00Z,secure_message,ivr_otp,Cardholder does not recognize and did not authorize an online purchase.,fraud_cnp,VISA,10.4,652.13,652.13,2026-04-22T15:00:00Z,VRL3414520303,2026-04-29,,,credited,issuer_won,2026-06-12T21:00:00Z,fraud_cnp,
DSP-2026-00223,ACC-CR-00027,CUS-00033,CRD-000036,REG_Z,closed,closed,2026-03-06T14:32:00Z,phone,ivr_otp,Cardholder does not recognize and did not authorize an online purchase.,fraud_cnp,VISA,10.4,837.01,837.01,2026-03-09T15:00:00Z,VRL3242041244,2026-03-14,,,credited,issuer_won,2026-05-11T21:00:00Z,fraud_cnp,
DSP-2026-00224,ACC-CR-00144,CUS-00168,CRD-000189,REG_Z,open,dispute_filed,2026-09-28T21:48:00Z,app_chat,ivr_otp,Subscription was cancelled but charges continued.,cancelled_recurring,VISA,13.2,17.99,17.99,2026-09-29T15:00:00Z,VRL9002533278,2026-10-05,,,,,,consumer_disputes,
DSP-2026-00225,ACC-DDA-00071,CUS-00322,CRD-000369,REG_E,open,dispute_filed,2026-10-09T15:32:00Z,phone,ivr_otp,Cardholder does not recognize and did not authorize an online purchase.,fraud_cnp,VISA,10.4,475.45,475.45,2026-10-11T15:00:00Z,VRL8598648085,2026-10-14,,,,,,fraud_cnp,
DSP-2026-00226,ACC-CR-00287,CUS-00337,CRD-000385,REG_Z,open,dispute_filed,2026-09-09T20:49:00Z,secure_message,ivr_otp,Subscription was cancelled but charges continued.,cancelled_recurring,VISA,13.2,15.99,15.99,2026-09-12T15:00:00Z,VRL9481455941,2026-09-14,,,,,,consumer_disputes,
DSP-2026-00227,ACC-CR-00036,CUS-00042,CRD-000046,REG_Z,closed,closed,2026-04-27T17:44:00Z,app_chat,ivr_otp,Paid for an order that never arrived.,not_received,VISA,13.1,21.59,21.59,2026-04-30T15:00:00Z,VRL8929597565,2026-05-07,,,credited,issuer_won,2026-05-29T21:00:00Z,consumer_disputes,
DSP-2026-00228,ACC-CR-00165,CUS-00191,CRD-000216,REG_Z,closed,closed,2026-04-30T16:21:00Z,phone,ivr_otp,Cardholder does not recognize and did not authorize an online purchase.,fraud_cnp,VISA,10.4,24.22,24.22,2026-05-02T15:00:00Z,VRL6868030327,2026-05-03,2026-05-23,,denied,merchant_won_pre_arb,2026-05-26T21:00:00Z,fraud_cnp,
DSP-2026-00229,ACC-CR-00014,CUS-00016,CRD-000018,REG_Z,closed,closed,2026-07-20T17:29:00Z,phone,ivr_otp,Subscription was cancelled but charges continued.,cancelled_recurring,VISA,13.2,22.99,22.99,2026-07-25T15:00:00Z,VRL5489123823,2026-07-24,,,credited,issuer_won,2026-08-24T21:00:00Z,consumer_disputes,
DSP-2026-00230,ACC-CR-00224,CUS-00262,CRD-000298,REG_Z,closed,closed,2026-08-30T14:55:00Z,secure_message,ivr_otp,Paid for an order that never arrived.,not_received,VISA,13.1,28.35,28.35,2026-09-03T15:00:00Z,VRL7549237683,2026-09-07,,,credited,issuer_won,2026-10-16T21:00:00Z,consumer_disputes,
DSP-2026-00231,ACC-CR-00219,CUS-00257,CRD-000293,REG_Z,open,investigating,2026-10-18T21:29:00Z,phone,ivr_otp,Paid for an order that never arrived.,not_received,VISA,,4.64,,,,,,,,,,consumer_disputes,
DSP-2026-00232,ACC-CR-00124,CUS-00144,CRD-000164,REG_Z,closed,closed,2026-03-13T21:17:00Z,app_chat,ivr_otp,Does not recognize merchant name on statement.,descriptor_confusion,VISA,,42.28,,,,,,,withdrawn,not_filed,2026-03-25T21:00:00Z,consumer_disputes,
DSP-2026-00233,ACC-CR-00051,CUS-00059,CRD-000065,REG_Z,closed,closed,2026-03-06T22:17:00Z,secure_message,ivr_otp,Returned item; merchant promised refund that never posted.,credit_not_processed,VISA,,53.99,,,,,,,withdrawn,not_filed,2026-03-14T21:00:00Z,consumer_disputes,
DSP-2026-00234,ACC-CR-00036,CUS-00042,CRD-000046,REG_Z,closed,closed,2026-04-05T19:23:00Z,secure_message,ivr_otp,Cancelled order within policy; no refund.,cancelled_merch,VISA,13.7,56.34,56.34,2026-04-09T15:00:00Z,VRL3960570753,2026-04-13,,,credited,issuer_won,2026-05-14T21:00:00Z,consumer_disputes,
DSP-2026-00235,ACC-CR-00016,CUS-00019,CRD-000021,REG_Z,closed,closed,2026-05-21T14:06:00Z,secure_message,ivr_otp,Cardholder does not recognize and did not authorize an online purchase.,fraud_cnp,VISA,10.4,319.19,319.19,2026-05-24T15:00:00Z,VRL9838154924,2026-05-25,2026-06-18,,denied,merchant_won_pre_arb,2026-06-28T21:00:00Z,fraud_cnp,
DSP-2026-00236,ACC-DDA-00079,CUS-00350,CRD-000403,REG_E,open,dispute_filed,2026-10-01T13:05:00Z,phone,ivr_otp,Charged more than the receipt amount.,incorrect_amount,VISA,12.5,7.43,7.43,2026-10-05T15:00:00Z,VRL9048426133,2026-10-10,,,,,,consumer_disputes,
DSP-2026-00237,ACC-CR-00097,CUS-00110,CRD-000124,REG_Z,closed,closed,2026-08-26T21:03:00Z,secure_message,ivr_otp,Charged more than the receipt amount.,incorrect_amount,VISA,12.5,1.59,1.59,2026-08-28T15:00:00Z,VRL2668862849,2026-09-01,,,partial_credit,issuer_won,2026-10-01T21:00:00Z,consumer_disputes,
DSP-2026-00238,ACC-CR-00155,CUS-00181,CRD-000204,REG_Z,open,investigating,2026-10-18T22:07:00Z,secure_message,ivr_otp,Cardholder does not recognize and did not authorize an online purchase.,fraud_cnp,VISA,,164.90,164.90,2026-10-20T15:00:00Z,,,,,,,,fraud_cnp,
DSP-2026-04471,ACC-CR-90012,CUS-90012,CRD-90012,REG_Z,closed,closed,2026-05-07T16:00:00Z,phone,ivr_otp,Did not authorize Kestrel Outdoor Supply purchase $612.00.,fraud_cnp,VISA,10.4,612.00,612.00,2026-05-08T14:00:00Z,,2026-05-09,2026-05-28,,denied,merchant_won_pre_arb,2026-06-02T21:00:00Z,fraud_cnp,
DSP-2026-08004,ACC-CR-00061,CUS-00070,CRD-000077,REG_Z,closed,closed,2026-03-20T14:00:00Z,phone,ivr_otp,Charged twice for one order.,duplicate,VISA,12.6,212.40,,,,2026-03-23,,,credited,issuer_won,2026-04-22T20:00:00Z,consumer_disputes,
