device_id,device_type,os,hardware_id,device_fingerprint,first_seen,observed_primary_customer_id
DEV-000421,phone,iOS 19.4,353261062317998,fp_b9a6094ec1bac99c71308474c48e4c51088297ca,2013-11-02,CUS-00246
DEV-000422,laptop,Windows 11 24H2,,fp_75b0d1cb6b306e3b26d0af344077e1976650805f,2013-11-02,CUS-00246
DEV-000423,phone,iOS 19.4,351096611269953,fp_768bc44fccce5a1a904193db79f4a3fe30c9a352,2017-10-08,CUS-00247
DEV-000424,laptop,Windows 11 24H2,,fp_06a292a891429e4fb8cbd918fd7bf843c0e96d02,2017-10-08,CUS-00247
DEV-000425,phone,iOS 19.4,354052876605942,fp_4f18abfdc1632d6c1e13aed533f248160c1ac987,2018-02-14,CUS-00248
DEV-000426,laptop,Windows 11 24H2,,fp_38ca25b799c02626764fe698fd9238346bee5f41,2018-02-14,CUS-00248
DEV-000427,tablet,Android 16,,fp_5ee1675111e5a04955c85b3140898ca625111c8f,2018-02-14,CUS-00248
DEV-000428,phone,Android 16,357351520577364,fp_4575f0095e307dbb2fffdc50b89e7bd7f61eb713,2018-05-31,CUS-00249
DEV-000429,phone,iOS 19.4,352977401305738,fp_222ead6d4cd634c53278bdf539a4a4b9ceafe290,2022-10-08,CUS-00250
DEV-000430,laptop,macOS 16.2,,fp_b17fb67490a0bda900e6a0d38eb59fccb6a80266,2022-10-08,CUS-00250
DEV-000431,phone,Android 16,353453305595155,fp_452596d5735830c0aac873bc0fbd5831a70f6f17,2026-06-01,CUS-00251
DEV-000432,laptop,Windows 11 24H2,,fp_2e4a491c4dcb7bbb8775e4624e459576f98a2fc5,2026-06-01,CUS-00251
DEV-000433,phone,iOS 19.4,352489588956515,fp_bd6503a059fc5438f232f0ae9bc5088e73dd10cc,2023-02-13,CUS-00252
DEV-000434,laptop,macOS 16.2,,fp_4528fcd63acb7a7c457e21da74c17ea6f82ca446,2023-02-13,CUS-00252
DEV-000435,phone,Android 16,358250267790270,fp_73fdf2f39adf967691b8a130c349b931248cb5bf,2017-12-02,CUS-00253
DEV-000436,laptop,macOS 16.2,,fp_c4d5d92f426ae9e1d8c2f9e974c84d1a4c47cadf,2017-12-02,CUS-00253
DEV-000437,phone,iOS 19.4,354887179697933,fp_cce6994669903c0892f068b8f4344e7e92192521,2025-06-07,CUS-00254
DEV-000438,laptop,Windows 11 24H2,,fp_6b9dbaa6464ec54d0b71829f388cb6d5c8fe91de,2025-06-07,CUS-00254
DEV-000439,phone,Android 16,353156722743542,fp_40eef72439d4f16fe531299393a340b79fa47370,2016-05-15,CUS-00255
DEV-000440,laptop,Windows 11 24H2,,fp_037052f748148b3362cc53e35993dd9678e1f4ed,2016-05-15,CUS-00255
DEV-000441,phone,iOS 19.4,352337744591575,fp_8cad959584d0fb7d9367fe756d9530cec052d2c0,2011-10-02,CUS-00256
DEV-000442,laptop,Windows 11 24H2,,fp_21559700dbaff8b50ff1e9e3d98d4583daf9d28a,2011-10-02,CUS-00256
DEV-000443,phone,Android 16,356312385545748,fp_848b1a6d3f38780bca2933153f39560be0f621c5,2020-12-11,CUS-00257
DEV-000444,laptop,Windows 11 24H2,,fp_1a19171401eb014b0b92f9ec19d79f1a2c6f39e7,2020-12-11,CUS-00257
DEV-000445,phone,iOS 19.4,356169818838304,fp_c43a52c8a3914e4b8bb3c195b7627f9f7fec9971,2012-04-13,CUS-00258
DEV-000446,laptop,Windows 11 24H2,,fp_fd40929d0213a1ab574258ca77decda4ac68afa7,2012-04-13,CUS-00258
DEV-000447,phone,iOS 19.4,357703767126706,fp_8ca7b5729226829ab0cea44ab98b6b2d6cd3711a,2022-04-09,CUS-00259
DEV-000448,laptop,Windows 11 24H2,,fp_c16a959e4f6c8ddec69b9ae3724b14017413635d,2022-04-09,CUS-00259
DEV-000449,phone,iOS 19.4,351580941348358,fp_5d8ecc15986245b256c5447c24b6c3f4430b65d7,2026-06-08,CUS-00260
DEV-000450,laptop,Windows 11 24H2,,fp_ec6d1569d3d8ebcb46c3b09ee83d29634ca3a65a,2026-06-08,CUS-00260
DEV-000451,phone,iOS 19.4,356865754597927,fp_ef63046ba3de42cf81cf5ad5975a32000a409afc,2026-06-16,CUS-00261
DEV-000452,laptop,macOS 16.2,,fp_23e5b078a9bcd44576015457d5f72147668cbc27,2026-06-16,CUS-00261
DEV-000453,phone,Android 16,356532060247811,fp_00f94a35becf8ceb8c602fba7c02fd27976894fe,2017-07-20,CUS-00262
DEV-000454,laptop,macOS 16.2,,fp_a2abe2ea3021d8edb280802b7ef8239bb6265fc4,2017-07-20,CUS-00262
DEV-000455,phone,Android 16,355538421035567,fp_ac559fb09499318fbe56f6f24f13421087f8c910,2012-08-17,CUS-00263
DEV-000456,laptop,macOS 16.2,,fp_d148c2e37dcb2bb0b8330a6b2bc814d3ae4ed815,2012-08-17,CUS-00263
DEV-000457,phone,Android 16,353101306543181,fp_27e170f470d320b7a35ddc9d997408b36618d5ff,2018-02-14,CUS-00264
DEV-000458,laptop,macOS 16.2,,fp_4c9a9a388ec87a62cfe95851ddf4ad76cf35517b,2018-02-14,CUS-00264
DEV-000459,tablet,Android 16,,fp_d6cd393df39f9c8bcd4432231e032aa1f2004c05,2018-02-14,CUS-00264
DEV-000460,phone,iOS 19.4,357538944464240,fp_c1904e84fbbc3884ec6b7224eb5fb6acda82ca5d,2020-05-28,CUS-00265
DEV-000461,phone,iOS 19.4,358217190006374,fp_518e5552d0c21176fd59e1bee54765fa3589ee47,2022-06-10,CUS-00266
DEV-000462,laptop,macOS 16.2,,fp_3e8dbf4882c8fc08479c7c5d821a820a8f326919,2022-06-10,CUS-00266
DEV-000463,phone,iOS 19.4,355235276986253,fp_5e693f7be8a88e4c27ef6228648ee695d4a77356,2019-01-18,CUS-00267
DEV-000464,laptop,Windows 11 24H2,,fp_9c970ef14fa59789b9b54158089ee305cf30dfc0,2019-01-18,CUS-00267
DEV-000465,phone,iOS 19.4,359195052479769,fp_13c82ca35d62a8574e02742eebcc42cd7d007d55,2023-03-17,CUS-00268
DEV-000466,phone,iOS 19.4,352230922960520,fp_f4ad920889babe23e289cd0bc31eec320305579b,2008-05-03,CUS-00269
DEV-000467,phone,Android 16,355679061442648,fp_0c4482362b456db5371b0f890190860d54ff97b2,2009-01-21,CUS-00270
DEV-000468,phone,Android 16,353401076436848,fp_9156dc003e390960910f17b72db26cf6e663d4ca,2020-01-24,CUS-00271
DEV-000469,tablet,iPadOS 19.4,,fp_292636e1d4e5fd17f989e59a8048ea2dfa85f83c,2020-01-24,CUS-00271
DEV-000470,phone,iOS 19.4,353793248405999,fp_07e2e2e6b99f2539cf1d4f8cc2894a11c73d999d,2020-10-03,CUS-00272
DEV-000471,phone,Android 16,357045936567804,fp_7f4f8019f6c5b2e664d02b2ba3b7ea6826134dcd,2012-01-13,CUS-00273
DEV-000472,phone,iOS 19.4,355478748075376,fp_b286717bd5bad02d294c9affe1695f9a1e0c2a1a,2014-06-12,CUS-00274
DEV-000473,laptop,macOS 16.2,,fp_0cf00aa382659d4457d1d3009d0e514dcbbf94b7,2014-06-12,CUS-00274
DEV-000474,phone,iOS 19.4,356627613096969,fp_e31662a6522c0ac54aaacb980075351906370572,2026-06-09,CUS-00275
DEV-000475,laptop,macOS 16.2,,fp_2ee4732bd69a0b94e71faedcb37abba80731da6b,2026-06-09,CUS-00275
DEV-000476,phone,Android 16,353249159727701,fp_61451258e2363307728688db0d0058b8de40eec8,2025-05-20,CUS-00276
DEV-000477,laptop,macOS 16.2,,fp_a10992059360d5a7ef175369f96a651c87497dba,2025-05-20,CUS-00276
DEV-000478,phone,Android 16,359754881830531,fp_1847408f1d7ec1b2e18ccc58dd9e301d00e830b3,2013-07-04,CUS-00277
DEV-000479,laptop,macOS 16.2,,fp_84c42e5524c253081651dc159ea733a43571e8a5,2013-07-04,CUS-00277
DEV-000480,phone,iOS 19.4,356783648191145,fp_93a1b6b1597ae05f8dde45fa4a64b3413e76c025,2011-01-14,CUS-00278
DEV-000481,phone,iOS 19.4,358897191944487,fp_d137ced0b4bb13ca60d5d85ef7bc9d84d0b6e3ef,2021-10-07,CUS-00279
DEV-000482,laptop,macOS 16.2,,fp_90aaf45db8dce8b1e4754a004da12a9a068aa87f,2021-10-07,CUS-00279
DEV-000483,phone,iOS 19.4,351733631750712,fp_94876ce99dde45bba744c2a321eef0ee665dcf0b,2026-06-23,CUS-00280
DEV-000484,laptop,Windows 11 24H2,,fp_f314ab80e243cadfb3d7ed3fec4427c9e1d7637b,2026-06-23,CUS-00280
DEV-000485,phone,iOS 19.4,356779635314677,fp_ccbc18fce8c380a2e43ba7df65eb7f278e10d7bf,2021-10-06,CUS-00281
DEV-000486,laptop,Windows 11 24H2,,fp_39d75cfb3bbc384ce9bdf468c9ab7564630e4f38,2021-10-06,CUS-00281
DEV-000487,phone,iOS 19.4,357249463165838,fp_ffbd85e3bf3b96f6b14c9bbd03af2d3ac2c5d921,2015-03-07,CUS-00282
DEV-000488,phone,iOS 19.4,358573296918619,fp_838223a41c1ec3ed9afc6854f646c7dda5495caf,2025-04-07,CUS-00283
DEV-000489,laptop,macOS 16.2,,fp_88a738132e3473fc71a05c6cdac3de59fa737f23,2025-04-07,CUS-00283
DEV-000490,phone,iOS 19.4,357560425172315,fp_fec800fd52ad41f152b3b6ebb9e3ff443c50ae15,2013-04-01,CUS-00284
DEV-000491,phone,Android 16,352464276544297,fp_b648385a851130a86fad81019ea0adecc2dfd14b,2018-04-18,CUS-00285
DEV-000492,phone,iOS 19.4,358706423660646,fp_fec5e8e21fa10e6a473388bc9b26eb47318a499d,2021-07-23,CUS-00286
DEV-000493,phone,iOS 19.4,351708962641148,fp_9a438cdc3bc25c12a722a7480a14cace375aae70,2019-07-02,CUS-00287
DEV-000494,phone,Android 16,354513697875883,fp_2f310a42404ce18c4bd5276711e7297f4c50492c,2025-02-03,CUS-00288
DEV-000495,laptop,macOS 16.2,,fp_858cce877aa8111db824459dafe323bbd9c2c030,2025-02-03,CUS-00288
DEV-000496,tablet,iPadOS 19.4,,fp_bb228c9316a8a9d440cd1e0c41d459233697754a,2025-02-03,CUS-00288
DEV-000497,phone,Android 16,357773601425280,fp_0f3ace6108fb275b8a1de999d8f312e8a80c81d6,2025-02-03,CUS-00289
DEV-000498,phone,iOS 19.4,352963568349408,fp_227b9b148205d0ad68f281dbe3a99a3ccdd86e0f,2016-01-08,CUS-00290
DEV-000499,phone,Android 16,353422166528236,fp_77e8b2493d1cd2a386659e1e62f858ad067a9194,2013-05-11,CUS-00291
DEV-000500,laptop,macOS 16.2,,fp_d2ec4519ed7c65a468ea450167b3262c82eaacaa,2013-05-11,CUS-00291
DEV-000501,phone,Android 16,356996499999695,fp_9267e00ae7d884c1e74b3e9ef5e485ff215b2849,2017-10-22,CUS-00292
DEV-000502,laptop,macOS 16.2,,fp_a7ce0199e19656cfcbda957ec12d6487f132be70,2017-10-22,CUS-00292
DEV-000503,phone,Android 16,352881040581425,fp_6863cf6bcc018719eda9bce6ce7827cd0ee8e7e8,2012-01-21,CUS-00293
DEV-000504,phone,Android 16,356309740886040,fp_3e7add42985e3d75658ae0519b4124d691c86f4c,2018-08-26,CUS-00294
DEV-000505,phone,iOS 19.4,351302109439371,fp_b68d2e8ded12f5d92d6fec35b163b2a5d2e64722,2011-02-01,CUS-00295
DEV-000506,phone,Android 16,355234856474942,fp_a0ec3b4c01231d2058a46ef1881869fbfac4fb39,2025-08-05,CUS-00296
DEV-000507,laptop,macOS 16.2,,fp_64cd502795afe91695a84c06fbcdd23c12a9f26a,2025-08-05,CUS-00296
DEV-000508,tablet,Android 16,,fp_57b169880280ec069d47efd689ed6dc3789474cd,2025-08-05,CUS-00296
DEV-000509,phone,iOS 19.4,351373358453277,fp_a2f283365fc3e1cadb3d87b424ceae7c54eb2842,2025-08-05,CUS-00297
DEV-000510,phone,Android 16,355600124380017,fp_f2d469161d4df55fb3caa2439969381678ba571d,2024-04-20,CUS-00298
DEV-000511,phone,iOS 19.4,354496387840774,fp_f208aac127ed45bdbcd48279b14fd1230b15f2c2,2019-12-07,CUS-00299
DEV-000512,laptop,macOS 16.2,,fp_57918465a775196602604aff2bcfada83de7b95a,2019-12-07,CUS-00299
DEV-000513,phone,iOS 19.4,357760230591090,fp_4bd64b6be0422c381cc8b885c1bdd20af57e3eba,2009-05-23,CUS-00300
DEV-000514,phone,iOS 19.4,352212717952589,fp_fa6d5fa04e7ae62af4d65d6b52fdd2540e3d2f5a,2013-01-03,CUS-00301
DEV-000515,laptop,macOS 16.2,,fp_fde30fb89090c0ba1338669938db4b8f72674adf,2013-01-03,CUS-00301
DEV-000516,phone,iOS 19.4,358054627175695,fp_90f962fc5018b47067d3f4e0fecf62677df023a4,2015-04-01,CUS-00302
DEV-000517,phone,Android 16,359763252167845,fp_395285f2c867b27a58c177a885dbb765f058405c,2015-06-23,CUS-00303
DEV-000518,laptop,Windows 11 24H2,,fp_1e71d1e731f88a67ad7860642b8e18e9989dccb7,2015-06-23,CUS-00303
DEV-000519,phone,iOS 19.4,352278423309404,fp_6bda5abdc095f4a021b3723b408efde2559965ba,2024-06-17,CUS-00304
DEV-000520,laptop,Windows 11 24H2,,fp_d4451b5a11321dce92de782e94ad6923d239b5a1,2024-06-17,CUS-00304
DEV-000521,tablet,Android 16,,fp_3b7492396212d14b442efa9f40535b71b479614f,2024-06-17,CUS-00304
DEV-000522,phone,iOS 19.4,356596217614434,fp_a7313f999bc6a8550b845cd704e3f8208c2d89b8,2026-02-27,CUS-00305
DEV-000523,phone,Android 16,355004291439334,fp_6ba4b5eaacd74145f36c6ad6e6431e13872cfc02,2013-04-25,CUS-00306
DEV-000524,laptop,Windows 11 24H2,,fp_55fba842aff9024d63d062eee6136616b6e2adc6,2013-04-25,CUS-00306
DEV-000525,phone,iOS 19.4,355542107463637,fp_e67d9da7fe0d3c1297dd421ca3175168ee1ab51e,2008-08-17,CUS-00307
DEV-000526,phone,iOS 19.4,353432375981886,fp_25e05d3bd8604e61eb808ea919fbd253fb019be0,2010-11-18,CUS-00308
DEV-000527,phone,iOS 19.4,351541124113504,fp_847671000ebef5dfbd866267949c8f8cf255c110,2009-08-25,CUS-00309
DEV-000528,laptop,Windows 11 24H2,,fp_540c25fcbae038e323576d87675e6888e2f65760,2009-08-25,CUS-00309
DEV-000529,phone,Android 16,359141362869493,fp_07436247acceb358fe2a931354a47d7deb1230dc,2013-08-23,CUS-00310
DEV-000530,phone,iOS 19.4,357262404877970,fp_7e60791be9df3c0c605eb4c2e0578f6e8f9a3061,2024-01-11,CUS-00311
DEV-000531,laptop,macOS 16.2,,fp_a95803c9683ecd765d4f9ad53966205914ec4637,2024-01-11,CUS-00311
DEV-000532,phone,iOS 19.4,357323578773031,fp_a2c1a5032c59a2395ffd87176125f0032076d38c,2024-02-21,CUS-00312
DEV-000533,laptop,macOS 16.2,,fp_fcd38ea9f293ed2bb49e5d19ea7e80949720c12f,2024-02-21,CUS-00312
DEV-000534,phone,Android 16,359027253608966,fp_128a889e8ec4b8f42be050c53dc946a82da215b8,2010-03-22,CUS-00313
DEV-000535,laptop,Windows 11 24H2,,fp_e455747835f8510687de484007185b2aa529c7f6,2010-03-22,CUS-00313
DEV-000536,phone,Android 16,356925729905839,fp_2c55d7d847781d06b3e195527efce2c5febc061e,2008-02-12,CUS-00314
DEV-000537,laptop,Windows 11 24H2,,fp_a9fd58858030423c958d1b35e7cad86e88be5ce0,2008-02-12,CUS-00314
DEV-000538,phone,Android 16,358072158044378,fp_314c80644671db1d94508b594e779c573d5848f7,2024-05-25,CUS-00315
DEV-000539,laptop,macOS 16.2,,fp_e5c33ac474f7796ecc38f5dec8db18369465082d,2024-05-25,CUS-00315
DEV-000540,phone,iOS 19.4,353461546510558,fp_a48a13444b5e14db8d5c64368ece694e1314f755,2024-12-11,CUS-00316
DEV-000541,laptop,Windows 11 24H2,,fp_b8e6beea8ca4337dc59ce6f96065fb30999bdb26,2024-12-11,CUS-00316
DEV-000542,phone,iOS 19.4,358116828344680,fp_3d3dee2b9da88adf155cc713e180333d98128afc,2018-10-16,CUS-00317
DEV-000543,laptop,Windows 11 24H2,,fp_9593264ee93952c8c28d81469ef5537ba825f972,2018-10-16,CUS-00317
DEV-000544,phone,iOS 19.4,352544160459856,fp_fda827ddeb13b1ffa04998ad76b88e69d8839335,2021-07-01,CUS-00318
DEV-000545,laptop,macOS 16.2,,fp_6b3f731af3d2e7365b20e3e1c432706d9280c0e1,2021-07-01,CUS-00318
DEV-000546,phone,Android 16,357512603211237,fp_f47e3d4d8c761b77dea6592deda82fc74764de61,2022-12-06,CUS-00319
DEV-000547,laptop,macOS 16.2,,fp_1547cd1240a8cd154e58572bde3050b5f26858e0,2022-12-06,CUS-00319
DEV-000548,phone,Android 16,352496701133877,fp_86331ead7b13e2c473879fa352bb6c3ea1ecb198,2018-04-23,CUS-00320
DEV-000549,laptop,macOS 16.2,,fp_4b89f868d357f56659199de73543ac9d2ab6b678,2018-04-23,CUS-00320
DEV-000550,phone,Android 16,358594240530046,fp_269d057ff78aaada3c4349627c0545815dbb308f,2024-10-22,CUS-00321
DEV-000551,laptop,Windows 11 24H2,,fp_d6d410efb40061c46810e119e80d4de1d891b4dc,2024-10-22,CUS-00321
DEV-000552,phone,Android 16,358148920758411,fp_af9532bdf4870e1bf300ece3adebf7ede630427b,2015-05-26,CUS-00322
DEV-000553,phone,iOS 19.4,353991084829801,fp_66f746dc65233bd1493758de9971ba21c9c3f679,2023-08-24,CUS-00323
DEV-000554,phone,Android 16,353909901853485,fp_813f3f94e0e0f34c2987b7b501bb9774d36801c2,2010-11-22,CUS-00324
DEV-000555,phone,iOS 19.4,358254424252774,fp_bfd61093862d5c36fef6b8827bae12b1a99dd096,2013-03-13,CUS-00325
DEV-000556,phone,iOS 19.4,354633824455978,fp_db8bc68551277635b47e1d770208d68bb2271634,2011-11-09,CUS-00326
DEV-000557,phone,Android 16,355986143671869,fp_4ebd21d18b01f9fc56118ade678fdcfb01de5e63,2014-12-07,CUS-00327
DEV-000558,laptop,Windows 11 24H2,,fp_d5c103e6491ca71868198cccb23638a317141aa7,2014-12-07,CUS-00327
DEV-000559,phone,Android 16,353244683450904,fp_ab5cf272f1bd89d5ec72a464f5db6c774bb4be21,2011-11-09,CUS-00328
DEV-000560,phone,iOS 19.4,359807255805891,fp_46c889891a0efc9646d4fdd0a0acda62ba56c331,2023-07-08,CUS-00329
DEV-000561,laptop,macOS 16.2,,fp_ea33c08e3cfd9521ee81dfe5075b1422bda09e90,2023-07-08,CUS-00329
DEV-000562,phone,Android 16,358356222204653,fp_274828c1d77201aabfb9d4174e9a3e1885a023ec,2019-06-24,CUS-00330
DEV-000563,laptop,Windows 11 24H2,,fp_bfcffe340d4b7ccb349dba7ce7bce39c9d328058,2019-06-24,CUS-00330
DEV-000564,phone,iOS 19.4,355098469885993,fp_d825262e7bf5f9da694a6bb2f79e9c054ee4d1d8,2019-08-09,CUS-00331
DEV-000565,laptop,Windows 11 24H2,,fp_86f1d1690c3a452db16bd1c02e8943b11c111ecf,2019-08-09,CUS-00331
DEV-000566,phone,iOS 19.4,352682099143104,fp_e25e56839616edd5d17d7f3e6b82f90dc8caf15d,2023-07-10,CUS-00332
DEV-000567,phone,iOS 19.4,352917055588480,fp_8e517ade6c4da1feed4dd1cd17d129f8ce0730d4,2015-06-01,CUS-00333
DEV-000568,laptop,macOS 16.2,,fp_965377bb7cbad3684d4846a3d707bcf909a76e0c,2015-06-01,CUS-00333
DEV-000569,phone,Android 16,356358971221708,fp_dc47142c1239b867ac46a5df70aaf9ac9b8d80e8,2024-12-08,CUS-00334
DEV-000570,laptop,macOS 16.2,,fp_6e01f23fa1f01e1794cef2dc8f37cd18b56250e0,2024-12-08,CUS-00334
DEV-000571,phone,Android 16,357390936702737,fp_a94a09694bd996fd0066e35b9c065aeb8a22d0dd,2017-09-16,CUS-00335
DEV-000572,laptop,macOS 16.2,,fp_ed8735cc637d56e241b51a98eeb6e419487d0743,2017-09-16,CUS-00335
DEV-000573,phone,Android 16,359821805882432,fp_4fc15e7a9875ab512ef4b3a81bb43557646e37bf,2022-05-27,CUS-00336
DEV-000574,laptop,Windows 11 24H2,,fp_20faf7348e7448322bde8a5548c7eadbc40b9987,2022-05-27,CUS-00336
DEV-000575,phone,iOS 19.4,354335663129437,fp_3209bf71b5bea031f75d79a93d38bc714e42354e,2009-04-24,CUS-00337
DEV-000576,laptop,macOS 16.2,,fp_f0aef7249994b30a4358ad12df9ce7c6fefd2524,2009-04-24,CUS-00337
DEV-000577,phone,iOS 19.4,355527354646025,fp_4e3b9c45ad12d4aa2af33c30b48813dfebb72486,2012-07-07,CUS-00338
DEV-000578,laptop,Windows 11 24H2,,fp_253b2d4bc70e89f1c512aa7031098fa82c260d36,2012-07-07,CUS-00338
DEV-000579,phone,Android 16,353862114505136,fp_74f18a4d2513f5d72c0a344d6d612f13b39334c1,2014-10-03,CUS-00339
DEV-000580,laptop,macOS 16.2,,fp_84844edfb699a20126e451c97a1e9a12de939f1f,2014-10-03,CUS-00339
DEV-000581,phone,Android 16,352802673561726,fp_d1e956ce9a201baf3b2c3c025b09c579aaba618e,2024-02-17,CUS-00340
DEV-000582,laptop,Windows 11 24H2,,fp_8b91044080cc5ed76669d4622b09ab05a8d63a36,2024-02-17,CUS-00340
DEV-000583,phone,Android 16,353938912672176,fp_925aef91348a4fe18b268eed7ffa62a60679d61f,2018-09-26,CUS-00341
DEV-000584,laptop,Windows 11 24H2,,fp_c10216e1930c1489667daf98618bc827920d1cf6,2018-09-26,CUS-00341
DEV-000585,phone,iOS 19.4,352200016830713,fp_46a262d9bcb08ee943f026ef449dbf2ed96a8e2e,2014-04-04,CUS-00342
DEV-000586,laptop,macOS 16.2,,fp_90a61140f2d2a648ca6d5a371b859de9f89cdb24,2014-04-04,CUS-00342
DEV-000587,phone,iOS 19.4,357883543177357,fp_9366371031cff22fbe37bf769b182ae2ebe4f50e,2025-07-18,CUS-00343
DEV-000588,laptop,Windows 11 24H2,,fp_c31e1e066d670ed9e062aa8f17b2e22728351f45,2025-07-18,CUS-00343
DEV-000589,phone,Android 16,351287381321363,fp_8893c2b62b7b3c7afaaab8bc7b1cc3b94642a512,2021-10-22,CUS-00344
DEV-000590,laptop,macOS 16.2,,fp_8acf1e53c1c23b2ce314dc21235d4de48ba1927f,2021-10-22,CUS-00344
DEV-000591,phone,Android 16,352237810774784,fp_dbe1af50e1e173777be53f72168d1f5fc5c335d5,2026-06-11,CUS-00345
DEV-000592,laptop,macOS 16.2,,fp_550a94ac31ed19b85eea8b66518a34260b9382d6,2026-06-11,CUS-00345
DEV-000593,phone,Android 16,352955663540852,fp_8a4747143fe9aa9cfbdff8dd51238cfe5f9f13ac,2013-03-02,CUS-00346
DEV-000594,laptop,macOS 16.2,,fp_28763e07908a823a4d7ac0bf5ba90d76711561e6,2013-03-02,CUS-00346
DEV-000595,phone,Android 16,357069475014433,fp_daac6aec08a5ede79c03d8319fbaf7a64011cd15,2025-12-23,CUS-00347
DEV-000596,laptop,macOS 16.2,,fp_16db93f367e920789c985ed1acc8398a55c0ea02,2025-12-23,CUS-00347
DEV-000597,phone,Android 16,357317863637603,fp_d7b5a6827ab53ab4999b70a992f12657390d0421,2011-01-01,CUS-00348
DEV-000598,laptop,Windows 11 24H2,,fp_065461201d23423801174fda470ce86eb05c55d9,2011-01-01,CUS-00348
DEV-000599,phone,iOS 19.4,355232162575502,fp_cbe24a8644bad684d741a47ccafcd44e32bb7917,2012-07-07,CUS-00349
DEV-000600,laptop,Windows 11 24H2,,fp_2175acec09a0940545c35b0b3049df4726d1fb7e,2012-07-07,CUS-00349
DEV-000601,phone,iOS 19.4,359202236290393,fp_1faafd966acbaafc21c7ceeb6205643678377b4d,2024-05-25,CUS-00350
DEV-000602,laptop,macOS 16.2,,fp_6a1e571a187e3ad6f30babf7ed11ae4774ba0aaf,2024-05-25,CUS-00350
DEV-000603,phone,Android 16,357656431041815,fp_1d9e375dbca36f6555b8f3086f1ebd84a33a23d9,2022-12-06,CUS-00351
DEV-000604,laptop,macOS 16.2,,fp_710cfc97b948c6b9a45d193a96eab75abf2157ba,2022-12-06,CUS-00351
DEV-000605,tablet,iPadOS 19.4,,fp_9a3f1d17d4846f533d1a6a4aee391e45b0923abd,2022-12-06,CUS-00351
DEV-000606,phone,Android 16,358865943496397,fp_c2d07c77f52d1e483d2521c8399cac62dfe0e691,2024-04-26,CUS-00352
DEV-000607,phone,iOS 19.4,353848852567115,fp_78b35b81ef7ac2dbfb43b6ea08b7d05a13573ddd,2011-09-28,CUS-00353
DEV-000608,laptop,macOS 16.2,,fp_3587851e17d3b11401cc2c3550cbb93b26e9108b,2011-09-28,CUS-00353
DEV-000609,phone,Android 16,351427820493973,fp_4ceaf9154075e9f9eac7dfd7d097a03a9e1fc5f9,2022-07-12,CUS-00354
DEV-000610,laptop,Windows 11 24H2,,fp_3792ac98a1fa8864bfe0e8f0e67a3aafdb666348,2022-07-12,CUS-00354
DEV-000611,tablet,Android 16,,fp_3b53b32203a593fbdc73dad95cdf51cde612ce44,2022-07-12,CUS-00354
DEV-000612,phone,Android 16,355001941147055,fp_7c6678c54f2a61324e9db0ff9bb39d1f261c3eaf,2024-08-27,CUS-00355
DEV-000613,phone,iOS 19.4,354255308115907,fp_90cdf31105c5140bfb5f845002d15be149abd583,2011-10-06,CUS-00356
DEV-000614,phone,iOS 19.4,351382181154618,fp_ac69fa52f9a1b2dd1a7124146684504c08dbc0f7,2024-02-13,CUS-00357
DEV-000615,laptop,Windows 11 24H2,,fp_d95328d9e6ed7b35f56530f3f7a844489fd5e7d1,2024-02-13,CUS-00357
DEV-90001-PH,phone,Android 16,352633566653151,fp_0456f8ae2ec8a6d82c0f9ca91aca92fa446c3a1c,2019-03-11,CUS-90001
DEV-90001-LT,laptop,Windows 11 24H2,,fp_c1b9ad7ceced5bab529534be63c38476321c2566,2019-03-11,CUS-90001
DEV-90002-PH,phone,Android 16,357751677187741,fp_59a8a11483ea64908152ef33659f069a1aa2990b,2016-05-02,CUS-90002
DEV-90002-LT,laptop,macOS 16.2,,fp_da6905e3727a3e947a722a38f31687d363a44bc8,2016-05-02,CUS-90002
DEV-90003-PH,phone,Android 16,352611166764942,fp_fcc303a784b27a00426bf9b43087eb64e552853b,2014-08-19,CUS-90003
DEV-90003-LT,laptop,Windows 11 24H2,,fp_f11da69cc8a81b3f2f9d4e61f32b3e964d78216e,2014-08-19,CUS-90003
DEV-90004-PH,phone,iOS 19.4,356701822915156,fp_f76909d6732667358afe4a741b6e4e1f22cf9c54,2012-02-10,CUS-90004
DEV-90004-LT,laptop,Windows 11 24H2,,fp_4726c0906b470b09a23effa8753c1905e6857d07,2012-02-10,CUS-90004
DEV-90005-PH,phone,iOS 19.4,359454960068346,fp_0c603d59f8f16c84d2d3c880772468b1d8d90729,2015-10-01,CUS-90005
DEV-90005-LT,laptop,Windows 11 24H2,,fp_8faab7f3f52de2f19aac3281cb88bac443e8d037,2015-10-01,CUS-90005
DEV-90006-PH,phone,iOS 19.4,352680674504942,fp_aeaba7211f0e8b4313d177a634b5dca36dcd688d,2020-02-14,CUS-90006
DEV-90006-LT,laptop,macOS 16.2,,fp_0bab475892f24b83a171e6f7f0a0b1b5b2deb0f8,2020-02-14,CUS-90006
DEV-90007-PH,phone,iOS 19.4,355236025763641,fp_611cfc55f995d061329ba97e43979d7aeb8d45f9,2011-06-30,CUS-90007
DEV-90007-LT,laptop,Windows 11 24H2,,fp_ce04c05e9c037b2dea244bee7e3e8cdd526cb06f,2011-06-30,CUS-90007
DEV-90008-PH,phone,iOS 19.4,357559257486658,fp_257b1210b2338f526601bf911f76ea7c8e09405f,2026-09-24,CUS-90008
