address_id,line1,line2,city,state,postal_code,country,lat,lon,address_type
ADR-DROP-WHARFSIDE,88 Wharfside Ave,Unit 2,Jersey City,NJ,07302,US,40.74402,-74.10051,commercial_mail_drop
ADR-90013,1180 Saffron Hill Way,,Westerville,OH,43081,US,40.09941,-82.96778,residential
ADR-000555,306 Maple Ridge Rd,,Westerville,OH,43079,US,40.07896,-82.91286,commercial
ADR-90014,402 Thistledown Ct,,Columbus,OH,43219,US,39.98753,-82.99448,residential
ADR-000556,3840 Stonebrook St,,Columbus,OH,43291,US,40.02111,-83.01762,commercial
ADR-90015,77 Rookwood Ln,,Westerville,OH,43082,US,40.08523,-82.87236,residential
ADR-000557,4898 Dovetail Pl,,Westerville,OH,43060,US,40.16542,-82.88312,commercial
ADR-90016,2291 Oriel Rd,,Columbus,OH,43224,US,39.99598,-82.9855,residential
ADR-000558,398 Stonebrook Way,,Columbus,OH,43292,US,39.92166,-82.98693,commercial
ADR-90017,1240 Maple Ridge Dr,,Westerville,OH,43081,US,40.10136,-82.9588,residential
ADR-000559,3887 Ivybridge St,,Westerville,OH,43015,US,40.10845,-82.89576,commercial
ADR-90018,1597 Norwood Fen Blvd,,Boston,MA,02125,US,42.30336,-71.00449,residential
ADR-000560,2836 Alder Crest Blvd,,Boston,MA,02170,US,42.37856,-71.07133,commercial
ADR-90019,906 Carroll Bend Ct,,Los Angeles,CA,90037,US,34.06461,-118.2473,residential
ADR-90020,4719 Vantage Point Pl,Apt 5F,Austin,TX,78758,US,30.2613,-97.73484,residential
ADR-000561,4122 Kestrel Run Blvd,,Austin,TX,78724,US,30.27681,-97.77535,commercial
ADR-90021,2003 Thistledown Rd,,Chicago,IL,60640,US,41.8639,-87.65555,residential
ADR-000562,1411 Vantage Point Ln,,Chicago,IL,60683,US,41.89009,-87.61939,commercial
ADR-90022,1463 Alder Crest Ave,,Denver,CO,80253,US,39.69886,-104.99973,residential
ADR-90023,2773 Maple Ridge Dr,Apt 19F,Seattle,WA,98187,US,47.63167,-122.33137,residential
ADR-90024,1579 Rookwood Way,,Columbus,OH,43289,US,40.00109,-82.94473,residential
