merchant_id,legal_name,dba_name,mcc,mcc_description,country,city,state,timezone,channel,website,phone,acquirer_id,acquirer_name,card_acceptor_id,is_marketplace,parent_merchant_id,onboarded_at,status
MER-90010,Nebula Forge Arcade Interactive Inc,Nebula Forge Arcade,5816,Digital Goods – Games,US,Seattle,WA,America/Los_Angeles,ecommerce,https://arcade.nebulaforge.example,(888) 555-0160,ACQ-07,Nimbus Digital Acquiring,621243758129807,false,MER-90009,2022-06-01,active
MER-90011,Pixelhollow Studios LLC,Pixelhollow Studios,5816,Digital Goods – Games,US,Austin,TX,America/Chicago,ecommerce,https://www.pixelhollow.example,(888) 555-0123,ACQ-07,Nimbus Digital Acquiring,487844129688504,false,,2020-08-01,active
MER-90012,Orbital Audio LLC,Orbital Audio,5732,Electronics Stores,US,Chicago,IL,America/Chicago,ecommerce,https://www.orbitalaudio.example,(888) 555-0100,ACQ-01,Harborstone Merchant Services,849195710768514,false,,2018-01-01,active
MER-90013,Kestrel Outdoor Supply LLC,Kestrel Outdoor Supply,5999,Miscellaneous and Specialty Retail Stores,US,Denver,CO,America/Denver,ecommerce,https://www.kestreloutdoorsupply.example,(888) 555-0114,ACQ-04,Keystone Card Acquiring,449377273478374,false,,2017-01-01,active
MER-90014,Stridevault LLC,Stridevault,5661,Shoe Stores,US,Los Angeles,CA,America/Los_Angeles,ecommerce,https://www.stridevault.example,(888) 555-0196,ACQ-08,Ironbridge Processing,904458615880369,false,,2020-03-01,active
MER-90015,Kinetic Threads LLC,Kinetic Threads,5651,Family Clothing Stores,US,Austin,TX,America/Chicago,ecommerce,https://www.kineticthreads.example,(888) 555-0171,ACQ-01,Harborstone Merchant Services,373768510615594,false,,2019-03-01,active
MER-90016,Skylark Air Holdings Inc,Skylark Air,4511,"Airlines, Air Carriers",US,Denver,CO,America/Denver,ecommerce,https://www.skylarkair.example,(888) 555-0101,ACQ-05,Atlantica Global Acquiring,449819797801895,false,,2014-01-01,active
MER-90017,Harbor & Vine Hotel Hospitality LLC,Harbor & Vine Hotel,7011,"Lodging – Hotels, Motels, Resorts",US,New York,NY,America/New_York,in_store,https://www.harborandvine.example,(212) 555-0161,ACQ-06,Summit Commerce Bank,866008114168415,false,,2012-05-01,active
MER-90018,Ironwood Athletic Club LLC,Ironwood Athletic Club,7997,"Membership Clubs (Sports, Recreation, Athletic)",US,Austin,TX,America/Chicago,recurring,https://www.ironwoodathletic.example,(512) 555-0122,ACQ-06,Summit Commerce Bank,779991548103915,false,,2011-01-01,active
MER-90019,RenewTek Outlet LLC,RenewTek Outlet,5732,Electronics Stores,US,Austin,TX,America/Chicago,ecommerce,https://www.renewtek.example,(888) 555-0128,ACQ-08,Ironbridge Processing,970368296906581,false,,2023-05-01,active
MER-90020,Gateway Tix LLC,Gateway Tix,7922,Theatrical Producers and Ticket Agencies,US,Austin,TX,America/Chicago,ecommerce,https://www.gatewaytix.example,(888) 555-0132,ACQ-04,Keystone Card Acquiring,306606711957109,false,,2016-02-01,active
MER-90021,Harborlane Market Inc,Harborlane Market,5399,Miscellaneous General Merchandise,US,Seattle,WA,America/Los_Angeles,ecommerce,https://www.harborlane.example,(888) 555-0172,ACQ-05,Atlantica Global Acquiring,568345029504575,true,,2015-01-01,active
MER-90022,Velvet Loom Co LLC,Velvet Loom Co,5719,Miscellaneous Home Furnishing Specialty Stores,US,Chicago,IL,America/Chicago,ecommerce,https://www.velvetloomco.example,(888) 555-0147,ACQ-05,Atlantica Global Acquiring,358750376221058,false,MER-90021,2025-02-01,active
MER-90023,Quillmark Print LLC,Quillmark Print,5969,Direct Marketing – Other Direct Marketers,US,Pittsburgh,PA,America/New_York,ecommerce,https://www.quillmark.example,(888) 555-0154,ACQ-02,Pinecrest Payments,436908414866145,false,,2021-03-01,active
MER-90024,Quillmark Printing LLC,Quillmark Printing,5969,Direct Marketing – Other Direct Marketers,US,Pittsburgh,PA,America/New_York,ecommerce,https://www.quillmarkprinting.example,(888) 555-0136,ACQ-02,Pinecrest Payments,423821865005994,false,,2019-06-01,closed
